i,j,fij
1,2,-12
1,3,-15
1,4,-20
1,5,-30
1,6,-30
1,7,-35
1,8,-40
1,9,-40
1,10,-42
1,11,-41
1,12,-43
1,13,-44
1,14,-43
1,15,-44
1,16,-47
1,17,-50
1,18,-61
1,19,-68
1,20,-70
2,3,-3
2,4,-8
2,5,-18
2,6,-18
2,7,-23
2,8,-28
2,9,-28
2,10,-30
2,11,-29
2,12,-31
2,13,-32
2,14,-31
2,15,-32
2,16,-35
2,17,-38
2,18,-49
2,19,-56
2,20,-58
3,4,-5
3,5,-15
3,6,-15
3,7,-20
3,8,-25
3,9,-25
3,10,-27
3,11,-26
3,12,-28
3,13,-29
3,14,-28
3,15,-29
3,16,-32
3,17,-35
3,18,-46
3,19,-53
3,20,-55
4,5,-10
4,6,-10
4,7,-15
4,8,-20
4,9,-20
4,10,-22
4,11,-21
4,12,-23
4,13,-24
4,14,-23
4,15,-24
4,16,-27
4,17,-30
4,18,-41
4,19,-48
4,20,-50
5,6,0
5,7,-5
5,8,-10
5,9,-10
5,10,-12
5,11,-11
5,12,-13
5,13,-14
5,14,-13
5,15,-14
5,16,-17
5,17,-20
5,18,-31
5,19,-38
5,20,-40
6,7,-5
6,8,-10
6,9,-10
6,10,-12
6,11,-11
6,12,-13
6,13,-14
6,14,-13
6,15,-14
6,16,-17
6,17,-20
6,18,-31
6,19,-38
6,20,-40
7,8,-5
7,9,-5
7,10,-7
7,11,-6
7,12,-8
7,13,-9
7,14,-8
7,15,-9
7,16,-12
7,17,-15
7,18,-26
7,19,-33
7,20,-35
8,9,0
8,10,-2
8,11,-1
8,12,-3
8,13,-4
8,14,-3
8,15,-4
8,16,-7
8,17,-10
8,18,-21
8,19,-28
8,20,-30
9,10,-2
9,11,-1
9,12,-3
9,13,-4
9,14,-3
9,15,-4
9,16,-7
9,17,-10
9,18,-21
9,19,-28
9,20,-30
10,11,1
10,12,-1
10,13,-2
10,14,-1
10,15,-2
10,16,-5
10,17,-8
10,18,-19
10,19,-26
10,20,-28
11,12,-2
11,13,-3
11,14,-2
11,15,-3
11,16,-6
11,17,-9
11,18,-20
11,19,-27
11,20,-29
12,13,-1
12,14,0
12,15,-1
12,16,-4
12,17,-7
12,18,-18
12,19,-25
12,20,-27
13,14,1
13,15,0
13,16,-3
13,17,-6
13,18,-17
13,19,-24
13,20,-26
14,15,-1
14,16,-4
14,17,-7
14,18,-18
14,19,-25
14,20,-27
15,16,-3
15,17,-6
15,18,-17
15,19,-24
15,20,-26
16,17,-3
16,18,-14
16,19,-21
16,20,-23
17,18,-11
17,19,-18
17,20,-20
18,19,-7
18,20,-9
19,20,-2
