i,j,fij
1,2,-11
1,3,-15
1,4,-17
1,5,-32
1,6,-27
1,7,-35
1,8,-37
1,9,-40
1,10,-36
1,11,-40
1,12,-42
1,13,-38
1,14,-42
1,15,-43
1,16,-43
1,17,-43
1,18,-55
1,19,-61
1,20,-63
2,3,-4
2,4,-6
2,5,-21
2,6,-16
2,7,-24
2,8,-26
2,9,-29
2,10,-25
2,11,-29
2,12,-31
2,13,-27
2,14,-31
2,15,-32
2,16,-32
2,17,-32
2,18,-44
2,19,-50
2,20,-52
3,4,-2
3,5,-17
3,6,-12
3,7,-20
3,8,-22
3,9,-25
3,10,-21
3,11,-25
3,12,-27
3,13,-23
3,14,-27
3,15,-28
3,16,-28
3,17,-28
3,18,-40
3,19,-46
3,20,-48
4,5,-15
4,6,-10
4,7,-18
4,8,-20
4,9,-23
4,10,-19
4,11,-23
4,12,-25
4,13,-21
4,14,-25
4,15,-26
4,16,-26
4,17,-26
4,18,-38
4,19,-44
4,20,-46
5,6,5
5,7,-3
5,8,-5
5,9,-8
5,10,-4
5,11,-8
5,12,-10
5,13,-6
5,14,-10
5,15,-11
5,16,-11
5,17,-11
5,18,-23
5,19,-29
5,20,-31
6,7,-8
6,8,-10
6,9,-13
6,10,-9
6,11,-13
6,12,-15
6,13,-11
6,14,-15
6,15,-16
6,16,-16
6,17,-16
6,18,-28
6,19,-34
6,20,-36
7,8,-2
7,9,-5
7,10,-1
7,11,-5
7,12,-7
7,13,-3
7,14,-7
7,15,-8
7,16,-8
7,17,-8
7,18,-20
7,19,-26
7,20,-28
8,9,-3
8,10,1
8,11,-3
8,12,-5
8,13,-1
8,14,-5
8,15,-6
8,16,-6
8,17,-6
8,18,-18
8,19,-24
8,20,-26
9,10,4
9,11,0
9,12,-2
9,13,2
9,14,-2
9,15,-3
9,16,-3
9,17,-3
9,18,-15
9,19,-21
9,20,-23
10,11,-4
10,12,-6
10,13,-2
10,14,-6
10,15,-7
10,16,-7
10,17,-7
10,18,-19
10,19,-25
10,20,-27
11,12,-2
11,13,2
11,14,-2
11,15,-3
11,16,-3
11,17,-3
11,18,-15
11,19,-21
11,20,-23
12,13,4
12,14,0
12,15,-1
12,16,-1
12,17,-1
12,18,-13
12,19,-19
12,20,-21
13,14,-4
13,15,-5
13,16,-5
13,17,-5
13,18,-17
13,19,-23
13,20,-25
14,15,-1
14,16,-1
14,17,-1
14,18,-13
14,19,-19
14,20,-21
15,16,0
15,17,0
15,18,-12
15,19,-18
15,20,-20
16,17,0
16,18,-12
16,19,-18
16,20,-20
17,18,-12
17,19,-18
17,20,-20
18,19,-6
18,20,-8
19,20,-2
