i,j,fij
1,2,-11
1,3,-15
1,4,-19
1,5,-32
1,6,-27
1,7,-35
1,8,-39
1,9,-39
1,10,-38
1,11,-40
1,12,-45
1,13,-41
1,14,-45
1,15,-46
1,16,-46
1,17,-46
1,18,-58
1,19,-64
1,20,-66
2,3,-4
2,4,-8
2,5,-21
2,6,-16
2,7,-24
2,8,-28
2,9,-28
2,10,-27
2,11,-29
2,12,-34
2,13,-30
2,14,-34
2,15,-35
2,16,-35
2,17,-35
2,18,-47
2,19,-53
2,20,-55
3,4,-4
3,5,-17
3,6,-12
3,7,-20
3,8,-24
3,9,-24
3,10,-23
3,11,-25
3,12,-30
3,13,-26
3,14,-30
3,15,-31
3,16,-31
3,17,-31
3,18,-43
3,19,-49
3,20,-51
4,5,-13
4,6,-8
4,7,-16
4,8,-20
4,9,-20
4,10,-19
4,11,-21
4,12,-26
4,13,-22
4,14,-26
4,15,-27
4,16,-27
4,17,-27
4,18,-39
4,19,-45
4,20,-47
5,6,5
5,7,-3
5,8,-7
5,9,-7
5,10,-6
5,11,-8
5,12,-13
5,13,-9
5,14,-13
5,15,-14
5,16,-14
5,17,-14
5,18,-26
5,19,-32
5,20,-34
6,7,-8
6,8,-12
6,9,-12
6,10,-11
6,11,-13
6,12,-18
6,13,-14
6,14,-18
6,15,-19
6,16,-19
6,17,-19
6,18,-31
6,19,-37
6,20,-39
7,8,-4
7,9,-4
7,10,-3
7,11,-5
7,12,-10
7,13,-6
7,14,-10
7,15,-11
7,16,-11
7,17,-11
7,18,-23
7,19,-29
7,20,-31
8,9,0
8,10,1
8,11,-1
8,12,-6
8,13,-2
8,14,-6
8,15,-7
8,16,-7
8,17,-7
8,18,-19
8,19,-25
8,20,-27
9,10,1
9,11,-1
9,12,-6
9,13,-2
9,14,-6
9,15,-7
9,16,-7
9,17,-7
9,18,-19
9,19,-25
9,20,-27
10,11,-2
10,12,-7
10,13,-3
10,14,-7
10,15,-8
10,16,-8
10,17,-8
10,18,-20
10,19,-26
10,20,-28
11,12,-5
11,13,-1
11,14,-5
11,15,-6
11,16,-6
11,17,-6
11,18,-18
11,19,-24
11,20,-26
12,13,4
12,14,0
12,15,-1
12,16,-1
12,17,-1
12,18,-13
12,19,-19
12,20,-21
13,14,-4
13,15,-5
13,16,-5
13,17,-5
13,18,-17
13,19,-23
13,20,-25
14,15,-1
14,16,-1
14,17,-1
14,18,-13
14,19,-19
14,20,-21
15,16,0
15,17,0
15,18,-12
15,19,-18
15,20,-20
16,17,0
16,18,-12
16,19,-18
16,20,-20
17,18,-12
17,19,-18
17,20,-20
18,19,-6
18,20,-8
19,20,-2
