i,j,fij
1,2,-9
1,3,-19
1,4,-11
1,5,-20
1,6,-24
1,7,-22
1,8,-24
1,9,-24
1,10,-25
1,11,-28
1,12,-27
1,13,-26
1,14,-33
1,15,-33
1,16,-25
1,17,-27
1,18,-35
1,19,-40
1,20,-40
2,3,-10
2,4,-2
2,5,-11
2,6,-15
2,7,-13
2,8,-15
2,9,-15
2,10,-16
2,11,-19
2,12,-18
2,13,-17
2,14,-24
2,15,-24
2,16,-16
2,17,-18
2,18,-26
2,19,-31
2,20,-31
3,4,8
3,5,-1
3,6,-5
3,7,-3
3,8,-5
3,9,-5
3,10,-6
3,11,-9
3,12,-8
3,13,-7
3,14,-14
3,15,-14
3,16,-6
3,17,-8
3,18,-16
3,19,-21
3,20,-21
4,5,-9
4,6,-13
4,7,-11
4,8,-13
4,9,-13
4,10,-14
4,11,-17
4,12,-16
4,13,-15
4,14,-22
4,15,-22
4,16,-14
4,17,-16
4,18,-24
4,19,-29
4,20,-29
5,6,-4
5,7,-2
5,8,-4
5,9,-4
5,10,-5
5,11,-8
5,12,-7
5,13,-6
5,14,-13
5,15,-13
5,16,-5
5,17,-7
5,18,-15
5,19,-20
5,20,-20
6,7,2
6,8,0
6,9,0
6,10,-1
6,11,-4
6,12,-3
6,13,-2
6,14,-9
6,15,-9
6,16,-1
6,17,-3
6,18,-11
6,19,-16
6,20,-16
7,8,-2
7,9,-2
7,10,-3
7,11,-6
7,12,-5
7,13,-4
7,14,-11
7,15,-11
7,16,-3
7,17,-5
7,18,-13
7,19,-18
7,20,-18
8,9,0
8,10,-1
8,11,-4
8,12,-3
8,13,-2
8,14,-9
8,15,-9
8,16,-1
8,17,-3
8,18,-11
8,19,-16
8,20,-16
9,10,-1
9,11,-4
9,12,-3
9,13,-2
9,14,-9
9,15,-9
9,16,-1
9,17,-3
9,18,-11
9,19,-16
9,20,-16
10,11,-3
10,12,-2
10,13,-1
10,14,-8
10,15,-8
10,16,0
10,17,-2
10,18,-10
10,19,-15
10,20,-15
11,12,1
11,13,2
11,14,-5
11,15,-5
11,16,3
11,17,1
11,18,-7
11,19,-12
11,20,-12
12,13,1
12,14,-6
12,15,-6
12,16,2
12,17,0
12,18,-8
12,19,-13
12,20,-13
13,14,-7
13,15,-7
13,16,1
13,17,-1
13,18,-9
13,19,-14
13,20,-14
14,15,0
14,16,8
14,17,6
14,18,-2
14,19,-7
14,20,-7
15,16,8
15,17,6
15,18,-2
15,19,-7
15,20,-7
16,17,-2
16,18,-10
16,19,-15
16,20,-15
17,18,-8
17,19,-13
17,20,-13
18,19,-5
18,20,-5
19,20,0
