i,j,fij
1,2,-6
1,3,-7
1,4,-6
1,5,-11
1,6,-8
1,7,-5
1,8,-13
1,9,-15
1,10,-15
1,11,-11
1,12,-13
1,13,-13
1,14,-18
1,15,-12
1,16,-13
1,17,-10
1,18,-14
1,19,-15
1,20,-20
2,3,-1
2,4,0
2,5,-5
2,6,-2
2,7,1
2,8,-7
2,9,-9
2,10,-9
2,11,-5
2,12,-7
2,13,-7
2,14,-12
2,15,-6
2,16,-7
2,17,-4
2,18,-8
2,19,-9
2,20,-14
3,4,1
3,5,-4
3,6,-1
3,7,2
3,8,-6
3,9,-8
3,10,-8
3,11,-4
3,12,-6
3,13,-6
3,14,-11
3,15,-5
3,16,-6
3,17,-3
3,18,-7
3,19,-8
3,20,-13
4,5,-5
4,6,-2
4,7,1
4,8,-7
4,9,-9
4,10,-9
4,11,-5
4,12,-7
4,13,-7
4,14,-12
4,15,-6
4,16,-7
4,17,-4
4,18,-8
4,19,-9
4,20,-14
5,6,3
5,7,6
5,8,-2
5,9,-4
5,10,-4
5,11,0
5,12,-2
5,13,-2
5,14,-7
5,15,-1
5,16,-2
5,17,1
5,18,-3
5,19,-4
5,20,-9
6,7,3
6,8,-5
6,9,-7
6,10,-7
6,11,-3
6,12,-5
6,13,-5
6,14,-10
6,15,-4
6,16,-5
6,17,-2
6,18,-6
6,19,-7
6,20,-12
7,8,-8
7,9,-10
7,10,-10
7,11,-6
7,12,-8
7,13,-8
7,14,-13
7,15,-7
7,16,-8
7,17,-5
7,18,-9
7,19,-10
7,20,-15
8,9,-2
8,10,-2
8,11,2
8,12,0
8,13,0
8,14,-5
8,15,1
8,16,0
8,17,3
8,18,-1
8,19,-2
8,20,-7
9,10,0
9,11,4
9,12,2
9,13,2
9,14,-3
9,15,3
9,16,2
9,17,5
9,18,1
9,19,0
9,20,-5
10,11,4
10,12,2
10,13,2
10,14,-3
10,15,3
10,16,2
10,17,5
10,18,1
10,19,0
10,20,-5
11,12,-2
11,13,-2
11,14,-7
11,15,-1
11,16,-2
11,17,1
11,18,-3
11,19,-4
11,20,-9
12,13,0
12,14,-5
12,15,1
12,16,0
12,17,3
12,18,-1
12,19,-2
12,20,-7
13,14,-5
13,15,1
13,16,0
13,17,3
13,18,-1
13,19,-2
13,20,-7
14,15,6
14,16,5
14,17,8
14,18,4
14,19,3
14,20,-2
15,16,-1
15,17,2
15,18,-2
15,19,-3
15,20,-8
16,17,3
16,18,-1
16,19,-2
16,20,-7
17,18,-4
17,19,-5
17,20,-10
18,19,-1
18,20,-6
19,20,-5
