i,j,fij
1,2,-4
1,3,-7
1,4,-6
1,5,-11
1,6,-6
1,7,-5
1,8,-10
1,9,-12
1,10,-13
1,11,-9
1,12,-10
1,13,-11
1,14,-18
1,15,-9
1,16,-10
1,17,-8
1,18,-14
1,19,-12
1,20,-17
2,3,-3
2,4,-2
2,5,-7
2,6,-2
2,7,-1
2,8,-6
2,9,-8
2,10,-9
2,11,-5
2,12,-6
2,13,-7
2,14,-14
2,15,-5
2,16,-6
2,17,-4
2,18,-10
2,19,-8
2,20,-13
3,4,1
3,5,-4
3,6,1
3,7,2
3,8,-3
3,9,-5
3,10,-6
3,11,-2
3,12,-3
3,13,-4
3,14,-11
3,15,-2
3,16,-3
3,17,-1
3,18,-7
3,19,-5
3,20,-10
4,5,-5
4,6,0
4,7,1
4,8,-4
4,9,-6
4,10,-7
4,11,-3
4,12,-4
4,13,-5
4,14,-12
4,15,-3
4,16,-4
4,17,-2
4,18,-8
4,19,-6
4,20,-11
5,6,5
5,7,6
5,8,1
5,9,-1
5,10,-2
5,11,2
5,12,1
5,13,0
5,14,-7
5,15,2
5,16,1
5,17,3
5,18,-3
5,19,-1
5,20,-6
6,7,1
6,8,-4
6,9,-6
6,10,-7
6,11,-3
6,12,-4
6,13,-5
6,14,-12
6,15,-3
6,16,-4
6,17,-2
6,18,-8
6,19,-6
6,20,-11
7,8,-5
7,9,-7
7,10,-8
7,11,-4
7,12,-5
7,13,-6
7,14,-13
7,15,-4
7,16,-5
7,17,-3
7,18,-9
7,19,-7
7,20,-12
8,9,-2
8,10,-3
8,11,1
8,12,0
8,13,-1
8,14,-8
8,15,1
8,16,0
8,17,2
8,18,-4
8,19,-2
8,20,-7
9,10,-1
9,11,3
9,12,2
9,13,1
9,14,-6
9,15,3
9,16,2
9,17,4
9,18,-2
9,19,0
9,20,-5
10,11,4
10,12,3
10,13,2
10,14,-5
10,15,4
10,16,3
10,17,5
10,18,-1
10,19,1
10,20,-4
11,12,-1
11,13,-2
11,14,-9
11,15,0
11,16,-1
11,17,1
11,18,-5
11,19,-3
11,20,-8
12,13,-1
12,14,-8
12,15,1
12,16,0
12,17,2
12,18,-4
12,19,-2
12,20,-7
13,14,-7
13,15,2
13,16,1
13,17,3
13,18,-3
13,19,-1
13,20,-6
14,15,9
14,16,8
14,17,10
14,18,4
14,19,6
14,20,1
15,16,-1
15,17,1
15,18,-5
15,19,-3
15,20,-8
16,17,2
16,18,-4
16,19,-2
16,20,-7
17,18,-6
17,19,-4
17,20,-9
18,19,2
18,20,-3
19,20,-5
