i,j,fij
1,2,-10
1,3,-10
1,4,-4
1,5,-13
1,6,-17
1,7,-12
1,8,-18
1,9,-23
1,10,-18
1,11,-16
1,12,-21
1,13,-20
1,14,-28
1,15,-19
1,16,-22
1,17,-17
1,18,-23
1,19,-28
1,20,-27
2,3,0
2,4,6
2,5,-3
2,6,-7
2,7,-2
2,8,-8
2,9,-13
2,10,-8
2,11,-6
2,12,-11
2,13,-10
2,14,-18
2,15,-9
2,16,-12
2,17,-7
2,18,-13
2,19,-18
2,20,-17
3,4,6
3,5,-3
3,6,-7
3,7,-2
3,8,-8
3,9,-13
3,10,-8
3,11,-6
3,12,-11
3,13,-10
3,14,-18
3,15,-9
3,16,-12
3,17,-7
3,18,-13
3,19,-18
3,20,-17
4,5,-9
4,6,-13
4,7,-8
4,8,-14
4,9,-19
4,10,-14
4,11,-12
4,12,-17
4,13,-16
4,14,-24
4,15,-15
4,16,-18
4,17,-13
4,18,-19
4,19,-24
4,20,-23
5,6,-4
5,7,1
5,8,-5
5,9,-10
5,10,-5
5,11,-3
5,12,-8
5,13,-7
5,14,-15
5,15,-6
5,16,-9
5,17,-4
5,18,-10
5,19,-15
5,20,-14
6,7,5
6,8,-1
6,9,-6
6,10,-1
6,11,1
6,12,-4
6,13,-3
6,14,-11
6,15,-2
6,16,-5
6,17,0
6,18,-6
6,19,-11
6,20,-10
7,8,-6
7,9,-11
7,10,-6
7,11,-4
7,12,-9
7,13,-8
7,14,-16
7,15,-7
7,16,-10
7,17,-5
7,18,-11
7,19,-16
7,20,-15
8,9,-5
8,10,0
8,11,2
8,12,-3
8,13,-2
8,14,-10
8,15,-1
8,16,-4
8,17,1
8,18,-5
8,19,-10
8,20,-9
9,10,5
9,11,7
9,12,2
9,13,3
9,14,-5
9,15,4
9,16,1
9,17,6
9,18,0
9,19,-5
9,20,-4
10,11,2
10,12,-3
10,13,-2
10,14,-10
10,15,-1
10,16,-4
10,17,1
10,18,-5
10,19,-10
10,20,-9
11,12,-5
11,13,-4
11,14,-12
11,15,-3
11,16,-6
11,17,-1
11,18,-7
11,19,-12
11,20,-11
12,13,1
12,14,-7
12,15,2
12,16,-1
12,17,4
12,18,-2
12,19,-7
12,20,-6
13,14,-8
13,15,1
13,16,-2
13,17,3
13,18,-3
13,19,-8
13,20,-7
14,15,9
14,16,6
14,17,11
14,18,5
14,19,0
14,20,1
15,16,-3
15,17,2
15,18,-4
15,19,-9
15,20,-8
16,17,5
16,18,-1
16,19,-6
16,20,-5
17,18,-6
17,19,-11
17,20,-10
18,19,-5
18,20,-4
19,20,1
