i,j,fij
1,2,-6
1,3,-14
1,4,-11
1,5,-18
1,6,-24
1,7,-16
1,8,-22
1,9,-21
1,10,-22
1,11,-22
1,12,-25
1,13,-24
1,14,-30
1,15,-27
1,16,-24
1,17,-24
1,18,-30
1,19,-34
1,20,-34
2,3,-8
2,4,-5
2,5,-12
2,6,-18
2,7,-10
2,8,-16
2,9,-15
2,10,-16
2,11,-16
2,12,-19
2,13,-18
2,14,-24
2,15,-21
2,16,-18
2,17,-18
2,18,-24
2,19,-28
2,20,-28
3,4,3
3,5,-4
3,6,-10
3,7,-2
3,8,-8
3,9,-7
3,10,-8
3,11,-8
3,12,-11
3,13,-10
3,14,-16
3,15,-13
3,16,-10
3,17,-10
3,18,-16
3,19,-20
3,20,-20
4,5,-7
4,6,-13
4,7,-5
4,8,-11
4,9,-10
4,10,-11
4,11,-11
4,12,-14
4,13,-13
4,14,-19
4,15,-16
4,16,-13
4,17,-13
4,18,-19
4,19,-23
4,20,-23
5,6,-6
5,7,2
5,8,-4
5,9,-3
5,10,-4
5,11,-4
5,12,-7
5,13,-6
5,14,-12
5,15,-9
5,16,-6
5,17,-6
5,18,-12
5,19,-16
5,20,-16
6,7,8
6,8,2
6,9,3
6,10,2
6,11,2
6,12,-1
6,13,0
6,14,-6
6,15,-3
6,16,0
6,17,0
6,18,-6
6,19,-10
6,20,-10
7,8,-6
7,9,-5
7,10,-6
7,11,-6
7,12,-9
7,13,-8
7,14,-14
7,15,-11
7,16,-8
7,17,-8
7,18,-14
7,19,-18
7,20,-18
8,9,1
8,10,0
8,11,0
8,12,-3
8,13,-2
8,14,-8
8,15,-5
8,16,-2
8,17,-2
8,18,-8
8,19,-12
8,20,-12
9,10,-1
9,11,-1
9,12,-4
9,13,-3
9,14,-9
9,15,-6
9,16,-3
9,17,-3
9,18,-9
9,19,-13
9,20,-13
10,11,0
10,12,-3
10,13,-2
10,14,-8
10,15,-5
10,16,-2
10,17,-2
10,18,-8
10,19,-12
10,20,-12
11,12,-3
11,13,-2
11,14,-8
11,15,-5
11,16,-2
11,17,-2
11,18,-8
11,19,-12
11,20,-12
12,13,1
12,14,-5
12,15,-2
12,16,1
12,17,1
12,18,-5
12,19,-9
12,20,-9
13,14,-6
13,15,-3
13,16,0
13,17,0
13,18,-6
13,19,-10
13,20,-10
14,15,3
14,16,6
14,17,6
14,18,0
14,19,-4
14,20,-4
15,16,3
15,17,3
15,18,-3
15,19,-7
15,20,-7
16,17,0
16,18,-6
16,19,-10
16,20,-10
17,18,-6
17,19,-10
17,20,-10
18,19,-4
18,20,-4
19,20,0
