i,j,fij
1,2,-7
1,3,-14
1,4,-16
1,5,-24
1,6,-29
1,7,-26
1,8,-32
1,9,-30
1,10,-31
1,11,-36
1,12,-37
1,13,-30
1,14,-37
1,15,-45
1,16,-34
1,17,-35
1,18,-47
1,19,-46
1,20,-52
2,3,-7
2,4,-9
2,5,-17
2,6,-22
2,7,-19
2,8,-25
2,9,-23
2,10,-24
2,11,-29
2,12,-30
2,13,-23
2,14,-30
2,15,-38
2,16,-27
2,17,-28
2,18,-40
2,19,-39
2,20,-45
3,4,-2
3,5,-10
3,6,-15
3,7,-12
3,8,-18
3,9,-16
3,10,-17
3,11,-22
3,12,-23
3,13,-16
3,14,-23
3,15,-31
3,16,-20
3,17,-21
3,18,-33
3,19,-32
3,20,-38
4,5,-8
4,6,-13
4,7,-10
4,8,-16
4,9,-14
4,10,-15
4,11,-20
4,12,-21
4,13,-14
4,14,-21
4,15,-29
4,16,-18
4,17,-19
4,18,-31
4,19,-30
4,20,-36
5,6,-5
5,7,-2
5,8,-8
5,9,-6
5,10,-7
5,11,-12
5,12,-13
5,13,-6
5,14,-13
5,15,-21
5,16,-10
5,17,-11
5,18,-23
5,19,-22
5,20,-28
6,7,3
6,8,-3
6,9,-1
6,10,-2
6,11,-7
6,12,-8
6,13,-1
6,14,-8
6,15,-16
6,16,-5
6,17,-6
6,18,-18
6,19,-17
6,20,-23
7,8,-6
7,9,-4
7,10,-5
7,11,-10
7,12,-11
7,13,-4
7,14,-11
7,15,-19
7,16,-8
7,17,-9
7,18,-21
7,19,-20
7,20,-26
8,9,2
8,10,1
8,11,-4
8,12,-5
8,13,2
8,14,-5
8,15,-13
8,16,-2
8,17,-3
8,18,-15
8,19,-14
8,20,-20
9,10,-1
9,11,-6
9,12,-7
9,13,0
9,14,-7
9,15,-15
9,16,-4
9,17,-5
9,18,-17
9,19,-16
9,20,-22
10,11,-5
10,12,-6
10,13,1
10,14,-6
10,15,-14
10,16,-3
10,17,-4
10,18,-16
10,19,-15
10,20,-21
11,12,-1
11,13,6
11,14,-1
11,15,-9
11,16,2
11,17,1
11,18,-11
11,19,-10
11,20,-16
12,13,7
12,14,0
12,15,-8
12,16,3
12,17,2
12,18,-10
12,19,-9
12,20,-15
13,14,-7
13,15,-15
13,16,-4
13,17,-5
13,18,-17
13,19,-16
13,20,-22
14,15,-8
14,16,3
14,17,2
14,18,-10
14,19,-9
14,20,-15
15,16,11
15,17,10
15,18,-2
15,19,-1
15,20,-7
16,17,-1
16,18,-13
16,19,-12
16,20,-18
17,18,-12
17,19,-11
17,20,-17
18,19,1
18,20,-5
19,20,-6
