i,j,fij
1,2,-6
1,3,-11
1,4,-8
1,5,-18
1,6,-21
1,7,-13
1,8,-22
1,9,-21
1,10,-19
1,11,-22
1,12,-25
1,13,-24
1,14,-30
1,15,-24
1,16,-24
1,17,-21
1,18,-27
1,19,-31
1,20,-31
2,3,-5
2,4,-2
2,5,-12
2,6,-15
2,7,-7
2,8,-16
2,9,-15
2,10,-13
2,11,-16
2,12,-19
2,13,-18
2,14,-24
2,15,-18
2,16,-18
2,17,-15
2,18,-21
2,19,-25
2,20,-25
3,4,3
3,5,-7
3,6,-10
3,7,-2
3,8,-11
3,9,-10
3,10,-8
3,11,-11
3,12,-14
3,13,-13
3,14,-19
3,15,-13
3,16,-13
3,17,-10
3,18,-16
3,19,-20
3,20,-20
4,5,-10
4,6,-13
4,7,-5
4,8,-14
4,9,-13
4,10,-11
4,11,-14
4,12,-17
4,13,-16
4,14,-22
4,15,-16
4,16,-16
4,17,-13
4,18,-19
4,19,-23
4,20,-23
5,6,-3
5,7,5
5,8,-4
5,9,-3
5,10,-1
5,11,-4
5,12,-7
5,13,-6
5,14,-12
5,15,-6
5,16,-6
5,17,-3
5,18,-9
5,19,-13
5,20,-13
6,7,8
6,8,-1
6,9,0
6,10,2
6,11,-1
6,12,-4
6,13,-3
6,14,-9
6,15,-3
6,16,-3
6,17,0
6,18,-6
6,19,-10
6,20,-10
7,8,-9
7,9,-8
7,10,-6
7,11,-9
7,12,-12
7,13,-11
7,14,-17
7,15,-11
7,16,-11
7,17,-8
7,18,-14
7,19,-18
7,20,-18
8,9,1
8,10,3
8,11,0
8,12,-3
8,13,-2
8,14,-8
8,15,-2
8,16,-2
8,17,1
8,18,-5
8,19,-9
8,20,-9
9,10,2
9,11,-1
9,12,-4
9,13,-3
9,14,-9
9,15,-3
9,16,-3
9,17,0
9,18,-6
9,19,-10
9,20,-10
10,11,-3
10,12,-6
10,13,-5
10,14,-11
10,15,-5
10,16,-5
10,17,-2
10,18,-8
10,19,-12
10,20,-12
11,12,-3
11,13,-2
11,14,-8
11,15,-2
11,16,-2
11,17,1
11,18,-5
11,19,-9
11,20,-9
12,13,1
12,14,-5
12,15,1
12,16,1
12,17,4
12,18,-2
12,19,-6
12,20,-6
13,14,-6
13,15,0
13,16,0
13,17,3
13,18,-3
13,19,-7
13,20,-7
14,15,6
14,16,6
14,17,9
14,18,3
14,19,-1
14,20,-1
15,16,0
15,17,3
15,18,-3
15,19,-7
15,20,-7
16,17,3
16,18,-3
16,19,-7
16,20,-7
17,18,-6
17,19,-10
17,20,-10
18,19,-4
18,20,-4
19,20,0
