i,j,fij
1,2,-6
1,3,-8
1,4,-5
1,5,-18
1,6,-21
1,7,-11
1,8,-19
1,9,-21
1,10,-19
1,11,-20
1,12,-23
1,13,-21
1,14,-27
1,15,-23
1,16,-22
1,17,-19
1,18,-24
1,19,-29
1,20,-28
2,3,-2
2,4,1
2,5,-12
2,6,-15
2,7,-5
2,8,-13
2,9,-15
2,10,-13
2,11,-14
2,12,-17
2,13,-15
2,14,-21
2,15,-17
2,16,-16
2,17,-13
2,18,-18
2,19,-23
2,20,-22
3,4,3
3,5,-10
3,6,-13
3,7,-3
3,8,-11
3,9,-13
3,10,-11
3,11,-12
3,12,-15
3,13,-13
3,14,-19
3,15,-15
3,16,-14
3,17,-11
3,18,-16
3,19,-21
3,20,-20
4,5,-13
4,6,-16
4,7,-6
4,8,-14
4,9,-16
4,10,-14
4,11,-15
4,12,-18
4,13,-16
4,14,-22
4,15,-18
4,16,-17
4,17,-14
4,18,-19
4,19,-24
4,20,-23
5,6,-3
5,7,7
5,8,-1
5,9,-3
5,10,-1
5,11,-2
5,12,-5
5,13,-3
5,14,-9
5,15,-5
5,16,-4
5,17,-1
5,18,-6
5,19,-11
5,20,-10
6,7,10
6,8,2
6,9,0
6,10,2
6,11,1
6,12,-2
6,13,0
6,14,-6
6,15,-2
6,16,-1
6,17,2
6,18,-3
6,19,-8
6,20,-7
7,8,-8
7,9,-10
7,10,-8
7,11,-9
7,12,-12
7,13,-10
7,14,-16
7,15,-12
7,16,-11
7,17,-8
7,18,-13
7,19,-18
7,20,-17
8,9,-2
8,10,0
8,11,-1
8,12,-4
8,13,-2
8,14,-8
8,15,-4
8,16,-3
8,17,0
8,18,-5
8,19,-10
8,20,-9
9,10,2
9,11,1
9,12,-2
9,13,0
9,14,-6
9,15,-2
9,16,-1
9,17,2
9,18,-3
9,19,-8
9,20,-7
10,11,-1
10,12,-4
10,13,-2
10,14,-8
10,15,-4
10,16,-3
10,17,0
10,18,-5
10,19,-10
10,20,-9
11,12,-3
11,13,-1
11,14,-7
11,15,-3
11,16,-2
11,17,1
11,18,-4
11,19,-9
11,20,-8
12,13,2
12,14,-4
12,15,0
12,16,1
12,17,4
12,18,-1
12,19,-6
12,20,-5
13,14,-6
13,15,-2
13,16,-1
13,17,2
13,18,-3
13,19,-8
13,20,-7
14,15,4
14,16,5
14,17,8
14,18,3
14,19,-2
14,20,-1
15,16,1
15,17,4
15,18,-1
15,19,-6
15,20,-5
16,17,3
16,18,-2
16,19,-7
16,20,-6
17,18,-5
17,19,-10
17,20,-9
18,19,-5
18,20,-4
19,20,1
