n1,n2,fij
1,2,2.5244e+00
1,3,7.2513e-01
1,4,-3.5504e+00
1,5,-1.8625e+00
1,6,3.2351e+00
2,3,-4.0873e+00
2,4,-5.0609e+00
2,5,-4.8793e+00
2,6,3.7432e+00
3,4,3.1892e+00
3,5,3.0472e-01
3,6,5.1523e-01
4,5,2.6828e+00
4,6,-4.7150e+00
5,6,2.5538e+00
