i,j,fij
1,2,-16
1,3,-23
1,4,-19
1,5,-16
1,6,-18
1,7,-30
1,8,-17
1,9,-19
1,10,-24
1,11,-33
1,12,-22
1,13,-23
1,14,-26
1,15,-30
1,16,-27
1,17,-34
1,18,-37
2,3,-7
2,4,-3
2,5,0
2,6,-2
2,7,-14
2,8,-1
2,9,-3
2,10,-8
2,11,-17
2,12,-6
2,13,-7
2,14,-10
2,15,-14
2,16,-11
2,17,-18
2,18,-21
3,4,4
3,5,7
3,6,5
3,7,-7
3,8,6
3,9,4
3,10,-1
3,11,-10
3,12,1
3,13,0
3,14,-3
3,15,-7
3,16,-4
3,17,-11
3,18,-14
4,5,3
4,6,1
4,7,-11
4,8,2
4,9,0
4,10,-5
4,11,-14
4,12,-3
4,13,-4
4,14,-7
4,15,-11
4,16,-8
4,17,-15
4,18,-18
5,6,-2
5,7,-14
5,8,-1
5,9,-3
5,10,-8
5,11,-17
5,12,-6
5,13,-7
5,14,-10
5,15,-14
5,16,-11
5,17,-18
5,18,-21
6,7,-12
6,8,1
6,9,-1
6,10,-6
6,11,-15
6,12,-4
6,13,-5
6,14,-8
6,15,-12
6,16,-9
6,17,-16
6,18,-19
7,8,13
7,9,11
7,10,6
7,11,-3
7,12,8
7,13,7
7,14,4
7,15,0
7,16,3
7,17,-4
7,18,-7
8,9,-2
8,10,-7
8,11,-16
8,12,-5
8,13,-6
8,14,-9
8,15,-13
8,16,-10
8,17,-17
8,18,-20
9,10,-5
9,11,-14
9,12,-3
9,13,-4
9,14,-7
9,15,-11
9,16,-8
9,17,-15
9,18,-18
10,11,-9
10,12,2
10,13,1
10,14,-2
10,15,-6
10,16,-3
10,17,-10
10,18,-13
11,12,11
11,13,10
11,14,7
11,15,3
11,16,6
11,17,-1
11,18,-4
12,13,-1
12,14,-4
12,15,-8
12,16,-5
12,17,-12
12,18,-15
13,14,-3
13,15,-7
13,16,-4
13,17,-11
13,18,-14
14,15,-4
14,16,-1
14,17,-8
14,18,-11
15,16,3
15,17,-4
15,18,-7
16,17,-7
16,18,-10
17,18,-3
