i,j,fij
1,2,0
1,3,0
1,4,0
1,5,-3
1,6,-3
1,7,-3
1,8,-2
1,9,0
1,10,0
1,11,-3
1,12,-3
1,13,0
1,14,-2
1,15,-3
1,16,-3
1,17,0
1,18,-3
2,3,0
2,4,0
2,5,-3
2,6,-3
2,7,-3
2,8,-2
2,9,0
2,10,0
2,11,-3
2,12,-3
2,13,0
2,14,-2
2,15,-3
2,16,-3
2,17,0
2,18,-3
3,4,0
3,5,-3
3,6,-3
3,7,-3
3,8,-2
3,9,0
3,10,0
3,11,-3
3,12,-3
3,13,0
3,14,-2
3,15,-3
3,16,-3
3,17,0
3,18,-3
4,5,-3
4,6,-3
4,7,-3
4,8,-2
4,9,0
4,10,0
4,11,-3
4,12,-3
4,13,0
4,14,-2
4,15,-3
4,16,-3
4,17,0
4,18,-3
5,6,0
5,7,0
5,8,1
5,9,3
5,10,3
5,11,0
5,12,0
5,13,3
5,14,1
5,15,0
5,16,0
5,17,3
5,18,0
6,7,0
6,8,1
6,9,3
6,10,3
6,11,0
6,12,0
6,13,3
6,14,1
6,15,0
6,16,0
6,17,3
6,18,0
7,8,1
7,9,3
7,10,3
7,11,0
7,12,0
7,13,3
7,14,1
7,15,0
7,16,0
7,17,3
7,18,0
8,9,2
8,10,2
8,11,-1
8,12,-1
8,13,2
8,14,0
8,15,-1
8,16,-1
8,17,2
8,18,-1
9,10,0
9,11,-3
9,12,-3
9,13,0
9,14,-2
9,15,-3
9,16,-3
9,17,0
9,18,-3
10,11,-3
10,12,-3
10,13,0
10,14,-2
10,15,-3
10,16,-3
10,17,0
10,18,-3
11,12,0
11,13,3
11,14,1
11,15,0
11,16,0
11,17,3
11,18,0
12,13,3
12,14,1
12,15,0
12,16,0
12,17,3
12,18,0
13,14,-2
13,15,-3
13,16,-3
13,17,0
13,18,-3
14,15,-1
14,16,-1
14,17,2
14,18,-1
15,16,0
15,17,3
15,18,0
16,17,3
16,18,0
17,18,-3
