i,j,fij
1,2,-9
1,3,-12
1,4,-13
1,5,-11
1,6,-8
1,7,-18
1,8,-13
1,9,-10
1,10,-17
1,11,-21
1,12,-12
1,13,-13
1,14,-20
1,15,-19
1,16,-17
1,17,-20
1,18,-32
2,3,-3
2,4,-4
2,5,-2
2,6,1
2,7,-9
2,8,-4
2,9,-1
2,10,-8
2,11,-12
2,12,-3
2,13,-4
2,14,-11
2,15,-10
2,16,-8
2,17,-11
2,18,-23
3,4,-1
3,5,1
3,6,4
3,7,-6
3,8,-1
3,9,2
3,10,-5
3,11,-9
3,12,0
3,13,-1
3,14,-8
3,15,-7
3,16,-5
3,17,-8
3,18,-20
4,5,2
4,6,5
4,7,-5
4,8,0
4,9,3
4,10,-4
4,11,-8
4,12,1
4,13,0
4,14,-7
4,15,-6
4,16,-4
4,17,-7
4,18,-19
5,6,3
5,7,-7
5,8,-2
5,9,1
5,10,-6
5,11,-10
5,12,-1
5,13,-2
5,14,-9
5,15,-8
5,16,-6
5,17,-9
5,18,-21
6,7,-10
6,8,-5
6,9,-2
6,10,-9
6,11,-13
6,12,-4
6,13,-5
6,14,-12
6,15,-11
6,16,-9
6,17,-12
6,18,-24
7,8,5
7,9,8
7,10,1
7,11,-3
7,12,6
7,13,5
7,14,-2
7,15,-1
7,16,1
7,17,-2
7,18,-14
8,9,3
8,10,-4
8,11,-8
8,12,1
8,13,0
8,14,-7
8,15,-6
8,16,-4
8,17,-7
8,18,-19
9,10,-7
9,11,-11
9,12,-2
9,13,-3
9,14,-10
9,15,-9
9,16,-7
9,17,-10
9,18,-22
10,11,-4
10,12,5
10,13,4
10,14,-3
10,15,-2
10,16,0
10,17,-3
10,18,-15
11,12,9
11,13,8
11,14,1
11,15,2
11,16,4
11,17,1
11,18,-11
12,13,-1
12,14,-8
12,15,-7
12,16,-5
12,17,-8
12,18,-20
13,14,-7
13,15,-6
13,16,-4
13,17,-7
13,18,-19
14,15,1
14,16,3
14,17,0
14,18,-12
15,16,2
15,17,-1
15,18,-13
16,17,-3
16,18,-15
17,18,-12
