i,j,fij
1,2,-22
1,3,-28
1,4,-29
1,5,-29
1,6,-31
1,7,-33
1,8,-35
1,9,-37
1,10,-41
1,11,-42
1,12,-43
1,13,-45
1,14,-48
1,15,-48
1,16,-51
1,17,-55
1,18,-62
2,3,-6
2,4,-7
2,5,-7
2,6,-9
2,7,-11
2,8,-13
2,9,-15
2,10,-19
2,11,-20
2,12,-21
2,13,-23
2,14,-26
2,15,-26
2,16,-29
2,17,-33
2,18,-40
3,4,-1
3,5,-1
3,6,-3
3,7,-5
3,8,-7
3,9,-9
3,10,-13
3,11,-14
3,12,-15
3,13,-17
3,14,-20
3,15,-20
3,16,-23
3,17,-27
3,18,-34
4,5,0
4,6,-2
4,7,-4
4,8,-6
4,9,-8
4,10,-12
4,11,-13
4,12,-14
4,13,-16
4,14,-19
4,15,-19
4,16,-22
4,17,-26
4,18,-33
5,6,-2
5,7,-4
5,8,-6
5,9,-8
5,10,-12
5,11,-13
5,12,-14
5,13,-16
5,14,-19
5,15,-19
5,16,-22
5,17,-26
5,18,-33
6,7,-2
6,8,-4
6,9,-6
6,10,-10
6,11,-11
6,12,-12
6,13,-14
6,14,-17
6,15,-17
6,16,-20
6,17,-24
6,18,-31
7,8,-2
7,9,-4
7,10,-8
7,11,-9
7,12,-10
7,13,-12
7,14,-15
7,15,-15
7,16,-18
7,17,-22
7,18,-29
8,9,-2
8,10,-6
8,11,-7
8,12,-8
8,13,-10
8,14,-13
8,15,-13
8,16,-16
8,17,-20
8,18,-27
9,10,-4
9,11,-5
9,12,-6
9,13,-8
9,14,-11
9,15,-11
9,16,-14
9,17,-18
9,18,-25
10,11,-1
10,12,-2
10,13,-4
10,14,-7
10,15,-7
10,16,-10
10,17,-14
10,18,-21
11,12,-1
11,13,-3
11,14,-6
11,15,-6
11,16,-9
11,17,-13
11,18,-20
12,13,-2
12,14,-5
12,15,-5
12,16,-8
12,17,-12
12,18,-19
13,14,-3
13,15,-3
13,16,-6
13,17,-10
13,18,-17
14,15,0
14,16,-3
14,17,-7
14,18,-14
15,16,-3
15,17,-7
15,18,-14
16,17,-4
16,18,-11
17,18,-7
