i,j,fij
1,2,-4
1,3,1
1,4,3
1,5,-6
1,6,-3
1,7,-6
1,8,-6
1,9,-5
1,10,-5
1,11,-10
1,12,-2
1,13,-1
1,14,-9
1,15,-7
1,16,-7
1,17,-7
1,18,-12
2,3,5
2,4,7
2,5,-2
2,6,1
2,7,-2
2,8,-2
2,9,-1
2,10,-1
2,11,-6
2,12,2
2,13,3
2,14,-5
2,15,-3
2,16,-3
2,17,-3
2,18,-8
3,4,2
3,5,-7
3,6,-4
3,7,-7
3,8,-7
3,9,-6
3,10,-6
3,11,-11
3,12,-3
3,13,-2
3,14,-10
3,15,-8
3,16,-8
3,17,-8
3,18,-13
4,5,-9
4,6,-6
4,7,-9
4,8,-9
4,9,-8
4,10,-8
4,11,-13
4,12,-5
4,13,-4
4,14,-12
4,15,-10
4,16,-10
4,17,-10
4,18,-15
5,6,3
5,7,0
5,8,0
5,9,1
5,10,1
5,11,-4
5,12,4
5,13,5
5,14,-3
5,15,-1
5,16,-1
5,17,-1
5,18,-6
6,7,-3
6,8,-3
6,9,-2
6,10,-2
6,11,-7
6,12,1
6,13,2
6,14,-6
6,15,-4
6,16,-4
6,17,-4
6,18,-9
7,8,0
7,9,1
7,10,1
7,11,-4
7,12,4
7,13,5
7,14,-3
7,15,-1
7,16,-1
7,17,-1
7,18,-6
8,9,1
8,10,1
8,11,-4
8,12,4
8,13,5
8,14,-3
8,15,-1
8,16,-1
8,17,-1
8,18,-6
9,10,0
9,11,-5
9,12,3
9,13,4
9,14,-4
9,15,-2
9,16,-2
9,17,-2
9,18,-7
10,11,-5
10,12,3
10,13,4
10,14,-4
10,15,-2
10,16,-2
10,17,-2
10,18,-7
11,12,8
11,13,9
11,14,1
11,15,3
11,16,3
11,17,3
11,18,-2
12,13,1
12,14,-7
12,15,-5
12,16,-5
12,17,-5
12,18,-10
13,14,-8
13,15,-6
13,16,-6
13,17,-6
13,18,-11
14,15,2
14,16,2
14,17,2
14,18,-3
15,16,0
15,17,0
15,18,-5
16,17,0
16,18,-5
17,18,-5
