i,j,fij
1,2,-11
1,3,-15
1,4,-13
1,5,-13
1,6,-13
1,7,-24
1,8,-15
1,9,-13
1,10,-17
1,11,-26
1,12,-17
1,13,-18
1,14,-22
1,15,-24
1,16,-22
1,17,-26
1,18,-35
2,3,-4
2,4,-2
2,5,-2
2,6,-2
2,7,-13
2,8,-4
2,9,-2
2,10,-6
2,11,-15
2,12,-6
2,13,-7
2,14,-11
2,15,-13
2,16,-11
2,17,-15
2,18,-24
3,4,2
3,5,2
3,6,2
3,7,-9
3,8,0
3,9,2
3,10,-2
3,11,-11
3,12,-2
3,13,-3
3,14,-7
3,15,-9
3,16,-7
3,17,-11
3,18,-20
4,5,0
4,6,0
4,7,-11
4,8,-2
4,9,0
4,10,-4
4,11,-13
4,12,-4
4,13,-5
4,14,-9
4,15,-11
4,16,-9
4,17,-13
4,18,-22
5,6,0
5,7,-11
5,8,-2
5,9,0
5,10,-4
5,11,-13
5,12,-4
5,13,-5
5,14,-9
5,15,-11
5,16,-9
5,17,-13
5,18,-22
6,7,-11
6,8,-2
6,9,0
6,10,-4
6,11,-13
6,12,-4
6,13,-5
6,14,-9
6,15,-11
6,16,-9
6,17,-13
6,18,-22
7,8,9
7,9,11
7,10,7
7,11,-2
7,12,7
7,13,6
7,14,2
7,15,0
7,16,2
7,17,-2
7,18,-11
8,9,2
8,10,-2
8,11,-11
8,12,-2
8,13,-3
8,14,-7
8,15,-9
8,16,-7
8,17,-11
8,18,-20
9,10,-4
9,11,-13
9,12,-4
9,13,-5
9,14,-9
9,15,-11
9,16,-9
9,17,-13
9,18,-22
10,11,-9
10,12,0
10,13,-1
10,14,-5
10,15,-7
10,16,-5
10,17,-9
10,18,-18
11,12,9
11,13,8
11,14,4
11,15,2
11,16,4
11,17,0
11,18,-9
12,13,-1
12,14,-5
12,15,-7
12,16,-5
12,17,-9
12,18,-18
13,14,-4
13,15,-6
13,16,-4
13,17,-8
13,18,-17
14,15,-2
14,16,0
14,17,-4
14,18,-13
15,16,2
15,17,-2
15,18,-11
16,17,-4
16,18,-13
17,18,-9
