i,j,fij
1,2,-25
1,3,-31
1,4,-29
1,5,-32
1,6,-34
1,7,-36
1,8,-35
1,9,-37
1,10,-41
1,11,-45
1,12,-43
1,13,-45
1,14,-51
1,15,-48
1,16,-54
1,17,-58
1,18,-62
2,3,-6
2,4,-4
2,5,-7
2,6,-9
2,7,-11
2,8,-10
2,9,-12
2,10,-16
2,11,-20
2,12,-18
2,13,-20
2,14,-26
2,15,-23
2,16,-29
2,17,-33
2,18,-37
3,4,2
3,5,-1
3,6,-3
3,7,-5
3,8,-4
3,9,-6
3,10,-10
3,11,-14
3,12,-12
3,13,-14
3,14,-20
3,15,-17
3,16,-23
3,17,-27
3,18,-31
4,5,-3
4,6,-5
4,7,-7
4,8,-6
4,9,-8
4,10,-12
4,11,-16
4,12,-14
4,13,-16
4,14,-22
4,15,-19
4,16,-25
4,17,-29
4,18,-33
5,6,-2
5,7,-4
5,8,-3
5,9,-5
5,10,-9
5,11,-13
5,12,-11
5,13,-13
5,14,-19
5,15,-16
5,16,-22
5,17,-26
5,18,-30
6,7,-2
6,8,-1
6,9,-3
6,10,-7
6,11,-11
6,12,-9
6,13,-11
6,14,-17
6,15,-14
6,16,-20
6,17,-24
6,18,-28
7,8,1
7,9,-1
7,10,-5
7,11,-9
7,12,-7
7,13,-9
7,14,-15
7,15,-12
7,16,-18
7,17,-22
7,18,-26
8,9,-2
8,10,-6
8,11,-10
8,12,-8
8,13,-10
8,14,-16
8,15,-13
8,16,-19
8,17,-23
8,18,-27
9,10,-4
9,11,-8
9,12,-6
9,13,-8
9,14,-14
9,15,-11
9,16,-17
9,17,-21
9,18,-25
10,11,-4
10,12,-2
10,13,-4
10,14,-10
10,15,-7
10,16,-13
10,17,-17
10,18,-21
11,12,2
11,13,0
11,14,-6
11,15,-3
11,16,-9
11,17,-13
11,18,-17
12,13,-2
12,14,-8
12,15,-5
12,16,-11
12,17,-15
12,18,-19
13,14,-6
13,15,-3
13,16,-9
13,17,-13
13,18,-17
14,15,3
14,16,-3
14,17,-7
14,18,-11
15,16,-6
15,17,-10
15,18,-14
16,17,-4
16,18,-8
17,18,-4
