i,j,fij
1,2,-24
1,3,-27
1,4,-19
1,5,-21
1,6,-21
1,7,-32
1,8,-20
1,9,-28
1,10,-29
1,11,-36
1,12,-28
1,13,-27
1,14,-31
1,15,-36
1,16,-35
1,17,-42
1,18,-45
2,3,-3
2,4,5
2,5,3
2,6,3
2,7,-8
2,8,4
2,9,-4
2,10,-5
2,11,-12
2,12,-4
2,13,-3
2,14,-7
2,15,-12
2,16,-11
2,17,-18
2,18,-21
3,4,8
3,5,6
3,6,6
3,7,-5
3,8,7
3,9,-1
3,10,-2
3,11,-9
3,12,-1
3,13,0
3,14,-4
3,15,-9
3,16,-8
3,17,-15
3,18,-18
4,5,-2
4,6,-2
4,7,-13
4,8,-1
4,9,-9
4,10,-10
4,11,-17
4,12,-9
4,13,-8
4,14,-12
4,15,-17
4,16,-16
4,17,-23
4,18,-26
5,6,0
5,7,-11
5,8,1
5,9,-7
5,10,-8
5,11,-15
5,12,-7
5,13,-6
5,14,-10
5,15,-15
5,16,-14
5,17,-21
5,18,-24
6,7,-11
6,8,1
6,9,-7
6,10,-8
6,11,-15
6,12,-7
6,13,-6
6,14,-10
6,15,-15
6,16,-14
6,17,-21
6,18,-24
7,8,12
7,9,4
7,10,3
7,11,-4
7,12,4
7,13,5
7,14,1
7,15,-4
7,16,-3
7,17,-10
7,18,-13
8,9,-8
8,10,-9
8,11,-16
8,12,-8
8,13,-7
8,14,-11
8,15,-16
8,16,-15
8,17,-22
8,18,-25
9,10,-1
9,11,-8
9,12,0
9,13,1
9,14,-3
9,15,-8
9,16,-7
9,17,-14
9,18,-17
10,11,-7
10,12,1
10,13,2
10,14,-2
10,15,-7
10,16,-6
10,17,-13
10,18,-16
11,12,8
11,13,9
11,14,5
11,15,0
11,16,1
11,17,-6
11,18,-9
12,13,1
12,14,-3
12,15,-8
12,16,-7
12,17,-14
12,18,-17
13,14,-4
13,15,-9
13,16,-8
13,17,-15
13,18,-18
14,15,-5
14,16,-4
14,17,-11
14,18,-14
15,16,1
15,17,-6
15,18,-9
16,17,-7
16,18,-10
17,18,-3
