i,j,fij
1,2,-22
1,3,-25
1,4,-19
1,5,-21
1,6,-18
1,7,-32
1,8,-20
1,9,-25
1,10,-26
1,11,-33
1,12,-25
1,13,-25
1,14,-31
1,15,-36
1,16,-32
1,17,-39
1,18,-43
2,3,-3
2,4,3
2,5,1
2,6,4
2,7,-10
2,8,2
2,9,-3
2,10,-4
2,11,-11
2,12,-3
2,13,-3
2,14,-9
2,15,-14
2,16,-10
2,17,-17
2,18,-21
3,4,6
3,5,4
3,6,7
3,7,-7
3,8,5
3,9,0
3,10,-1
3,11,-8
3,12,0
3,13,0
3,14,-6
3,15,-11
3,16,-7
3,17,-14
3,18,-18
4,5,-2
4,6,1
4,7,-13
4,8,-1
4,9,-6
4,10,-7
4,11,-14
4,12,-6
4,13,-6
4,14,-12
4,15,-17
4,16,-13
4,17,-20
4,18,-24
5,6,3
5,7,-11
5,8,1
5,9,-4
5,10,-5
5,11,-12
5,12,-4
5,13,-4
5,14,-10
5,15,-15
5,16,-11
5,17,-18
5,18,-22
6,7,-14
6,8,-2
6,9,-7
6,10,-8
6,11,-15
6,12,-7
6,13,-7
6,14,-13
6,15,-18
6,16,-14
6,17,-21
6,18,-25
7,8,12
7,9,7
7,10,6
7,11,-1
7,12,7
7,13,7
7,14,1
7,15,-4
7,16,0
7,17,-7
7,18,-11
8,9,-5
8,10,-6
8,11,-13
8,12,-5
8,13,-5
8,14,-11
8,15,-16
8,16,-12
8,17,-19
8,18,-23
9,10,-1
9,11,-8
9,12,0
9,13,0
9,14,-6
9,15,-11
9,16,-7
9,17,-14
9,18,-18
10,11,-7
10,12,1
10,13,1
10,14,-5
10,15,-10
10,16,-6
10,17,-13
10,18,-17
11,12,8
11,13,8
11,14,2
11,15,-3
11,16,1
11,17,-6
11,18,-10
12,13,0
12,14,-6
12,15,-11
12,16,-7
12,17,-14
12,18,-18
13,14,-6
13,15,-11
13,16,-7
13,17,-14
13,18,-18
14,15,-5
14,16,-1
14,17,-8
14,18,-12
15,16,4
15,17,-3
15,18,-7
16,17,-7
16,18,-11
17,18,-4
