i,j,fij
1,2,-4
1,3,-2
1,4,2
1,5,-8
1,6,-1
1,7,-7
1,8,-4
1,9,-3
1,10,-8
1,11,-13
1,12,-5
1,13,-5
1,14,-10
1,15,-7
1,16,-9
1,17,-10
1,18,-16
2,3,2
2,4,6
2,5,-4
2,6,3
2,7,-3
2,8,0
2,9,1
2,10,-4
2,11,-9
2,12,-1
2,13,-1
2,14,-6
2,15,-3
2,16,-5
2,17,-6
2,18,-12
3,4,4
3,5,-6
3,6,1
3,7,-5
3,8,-2
3,9,-1
3,10,-6
3,11,-11
3,12,-3
3,13,-3
3,14,-8
3,15,-5
3,16,-7
3,17,-8
3,18,-14
4,5,-10
4,6,-3
4,7,-9
4,8,-6
4,9,-5
4,10,-10
4,11,-15
4,12,-7
4,13,-7
4,14,-12
4,15,-9
4,16,-11
4,17,-12
4,18,-18
5,6,7
5,7,1
5,8,4
5,9,5
5,10,0
5,11,-5
5,12,3
5,13,3
5,14,-2
5,15,1
5,16,-1
5,17,-2
5,18,-8
6,7,-6
6,8,-3
6,9,-2
6,10,-7
6,11,-12
6,12,-4
6,13,-4
6,14,-9
6,15,-6
6,16,-8
6,17,-9
6,18,-15
7,8,3
7,9,4
7,10,-1
7,11,-6
7,12,2
7,13,2
7,14,-3
7,15,0
7,16,-2
7,17,-3
7,18,-9
8,9,1
8,10,-4
8,11,-9
8,12,-1
8,13,-1
8,14,-6
8,15,-3
8,16,-5
8,17,-6
8,18,-12
9,10,-5
9,11,-10
9,12,-2
9,13,-2
9,14,-7
9,15,-4
9,16,-6
9,17,-7
9,18,-13
10,11,-5
10,12,3
10,13,3
10,14,-2
10,15,1
10,16,-1
10,17,-2
10,18,-8
11,12,8
11,13,8
11,14,3
11,15,6
11,16,4
11,17,3
11,18,-3
12,13,0
12,14,-5
12,15,-2
12,16,-4
12,17,-5
12,18,-11
13,14,-5
13,15,-2
13,16,-4
13,17,-5
13,18,-11
14,15,3
14,16,1
14,17,0
14,18,-6
15,16,-2
15,17,-3
15,18,-9
16,17,-1
16,18,-7
17,18,-6
