i,j,fij
1,2,-9
1,3,-12
1,4,-13
1,5,-11
1,6,-10
1,7,-21
1,8,-13
1,9,-13
1,10,-17
1,11,-24
1,12,-15
1,13,-16
1,14,-20
1,15,-22
1,16,-19
1,17,-23
1,18,-35
2,3,-3
2,4,-4
2,5,-2
2,6,-1
2,7,-12
2,8,-4
2,9,-4
2,10,-8
2,11,-15
2,12,-6
2,13,-7
2,14,-11
2,15,-13
2,16,-10
2,17,-14
2,18,-26
3,4,-1
3,5,1
3,6,2
3,7,-9
3,8,-1
3,9,-1
3,10,-5
3,11,-12
3,12,-3
3,13,-4
3,14,-8
3,15,-10
3,16,-7
3,17,-11
3,18,-23
4,5,2
4,6,3
4,7,-8
4,8,0
4,9,0
4,10,-4
4,11,-11
4,12,-2
4,13,-3
4,14,-7
4,15,-9
4,16,-6
4,17,-10
4,18,-22
5,6,1
5,7,-10
5,8,-2
5,9,-2
5,10,-6
5,11,-13
5,12,-4
5,13,-5
5,14,-9
5,15,-11
5,16,-8
5,17,-12
5,18,-24
6,7,-11
6,8,-3
6,9,-3
6,10,-7
6,11,-14
6,12,-5
6,13,-6
6,14,-10
6,15,-12
6,16,-9
6,17,-13
6,18,-25
7,8,8
7,9,8
7,10,4
7,11,-3
7,12,6
7,13,5
7,14,1
7,15,-1
7,16,2
7,17,-2
7,18,-14
8,9,0
8,10,-4
8,11,-11
8,12,-2
8,13,-3
8,14,-7
8,15,-9
8,16,-6
8,17,-10
8,18,-22
9,10,-4
9,11,-11
9,12,-2
9,13,-3
9,14,-7
9,15,-9
9,16,-6
9,17,-10
9,18,-22
10,11,-7
10,12,2
10,13,1
10,14,-3
10,15,-5
10,16,-2
10,17,-6
10,18,-18
11,12,9
11,13,8
11,14,4
11,15,2
11,16,5
11,17,1
11,18,-11
12,13,-1
12,14,-5
12,15,-7
12,16,-4
12,17,-8
12,18,-20
13,14,-4
13,15,-6
13,16,-3
13,17,-7
13,18,-19
14,15,-2
14,16,1
14,17,-3
14,18,-15
15,16,3
15,17,-1
15,18,-13
16,17,-4
16,18,-16
17,18,-12
