i,j,fij
1,2,-7
1,3,-9
1,4,-10
1,5,-11
1,6,-6
1,7,-15
1,8,-10
1,9,-8
1,10,-15
1,11,-21
1,12,-10
1,13,-13
1,14,-20
1,15,-17
1,16,-15
1,17,-18
1,18,-29
2,3,-2
2,4,-3
2,5,-4
2,6,1
2,7,-8
2,8,-3
2,9,-1
2,10,-8
2,11,-14
2,12,-3
2,13,-6
2,14,-13
2,15,-10
2,16,-8
2,17,-11
2,18,-22
3,4,-1
3,5,-2
3,6,3
3,7,-6
3,8,-1
3,9,1
3,10,-6
3,11,-12
3,12,-1
3,13,-4
3,14,-11
3,15,-8
3,16,-6
3,17,-9
3,18,-20
4,5,-1
4,6,4
4,7,-5
4,8,0
4,9,2
4,10,-5
4,11,-11
4,12,0
4,13,-3
4,14,-10
4,15,-7
4,16,-5
4,17,-8
4,18,-19
5,6,5
5,7,-4
5,8,1
5,9,3
5,10,-4
5,11,-10
5,12,1
5,13,-2
5,14,-9
5,15,-6
5,16,-4
5,17,-7
5,18,-18
6,7,-9
6,8,-4
6,9,-2
6,10,-9
6,11,-15
6,12,-4
6,13,-7
6,14,-14
6,15,-11
6,16,-9
6,17,-12
6,18,-23
7,8,5
7,9,7
7,10,0
7,11,-6
7,12,5
7,13,2
7,14,-5
7,15,-2
7,16,0
7,17,-3
7,18,-14
8,9,2
8,10,-5
8,11,-11
8,12,0
8,13,-3
8,14,-10
8,15,-7
8,16,-5
8,17,-8
8,18,-19
9,10,-7
9,11,-13
9,12,-2
9,13,-5
9,14,-12
9,15,-9
9,16,-7
9,17,-10
9,18,-21
10,11,-6
10,12,5
10,13,2
10,14,-5
10,15,-2
10,16,0
10,17,-3
10,18,-14
11,12,11
11,13,8
11,14,1
11,15,4
11,16,6
11,17,3
11,18,-8
12,13,-3
12,14,-10
12,15,-7
12,16,-5
12,17,-8
12,18,-19
13,14,-7
13,15,-4
13,16,-2
13,17,-5
13,18,-16
14,15,3
14,16,5
14,17,2
14,18,-9
15,16,2
15,17,-1
15,18,-12
16,17,-3
16,18,-14
17,18,-11
