i,j,fij
1,2,-19
1,3,-26
1,4,-21
1,5,-24
1,6,-23
1,7,-31
1,8,-24
1,9,-32
1,10,-33
1,11,-33
1,12,-33
1,13,-37
1,14,-39
1,15,-43
1,16,-43
1,17,-50
1,18,-49
2,3,-7
2,4,-2
2,5,-5
2,6,-4
2,7,-12
2,8,-5
2,9,-13
2,10,-14
2,11,-14
2,12,-14
2,13,-18
2,14,-20
2,15,-24
2,16,-24
2,17,-31
2,18,-30
3,4,5
3,5,2
3,6,3
3,7,-5
3,8,2
3,9,-6
3,10,-7
3,11,-7
3,12,-7
3,13,-11
3,14,-13
3,15,-17
3,16,-17
3,17,-24
3,18,-23
4,5,-3
4,6,-2
4,7,-10
4,8,-3
4,9,-11
4,10,-12
4,11,-12
4,12,-12
4,13,-16
4,14,-18
4,15,-22
4,16,-22
4,17,-29
4,18,-28
5,6,1
5,7,-7
5,8,0
5,9,-8
5,10,-9
5,11,-9
5,12,-9
5,13,-13
5,14,-15
5,15,-19
5,16,-19
5,17,-26
5,18,-25
6,7,-8
6,8,-1
6,9,-9
6,10,-10
6,11,-10
6,12,-10
6,13,-14
6,14,-16
6,15,-20
6,16,-20
6,17,-27
6,18,-26
7,8,7
7,9,-1
7,10,-2
7,11,-2
7,12,-2
7,13,-6
7,14,-8
7,15,-12
7,16,-12
7,17,-19
7,18,-18
8,9,-8
8,10,-9
8,11,-9
8,12,-9
8,13,-13
8,14,-15
8,15,-19
8,16,-19
8,17,-26
8,18,-25
9,10,-1
9,11,-1
9,12,-1
9,13,-5
9,14,-7
9,15,-11
9,16,-11
9,17,-18
9,18,-17
10,11,0
10,12,0
10,13,-4
10,14,-6
10,15,-10
10,16,-10
10,17,-17
10,18,-16
11,12,0
11,13,-4
11,14,-6
11,15,-10
11,16,-10
11,17,-17
11,18,-16
12,13,-4
12,14,-6
12,15,-10
12,16,-10
12,17,-17
12,18,-16
13,14,-2
13,15,-6
13,16,-6
13,17,-13
13,18,-12
14,15,-4
14,16,-4
14,17,-11
14,18,-10
15,16,0
15,17,-7
15,18,-6
16,17,-7
16,18,-6
17,18,1
