i,j,fij
1,2,-23
1,3,-28
1,4,-24
1,5,-27
1,6,-31
1,7,-36
1,8,-32
1,9,-35
1,10,-36
1,11,-41
1,12,-38
1,13,-42
1,14,-48
1,15,-48
1,16,-48
1,17,-55
1,18,-56
2,3,-5
2,4,-1
2,5,-4
2,6,-8
2,7,-13
2,8,-9
2,9,-12
2,10,-13
2,11,-18
2,12,-15
2,13,-19
2,14,-25
2,15,-25
2,16,-25
2,17,-32
2,18,-33
3,4,4
3,5,1
3,6,-3
3,7,-8
3,8,-4
3,9,-7
3,10,-8
3,11,-13
3,12,-10
3,13,-14
3,14,-20
3,15,-20
3,16,-20
3,17,-27
3,18,-28
4,5,-3
4,6,-7
4,7,-12
4,8,-8
4,9,-11
4,10,-12
4,11,-17
4,12,-14
4,13,-18
4,14,-24
4,15,-24
4,16,-24
4,17,-31
4,18,-32
5,6,-4
5,7,-9
5,8,-5
5,9,-8
5,10,-9
5,11,-14
5,12,-11
5,13,-15
5,14,-21
5,15,-21
5,16,-21
5,17,-28
5,18,-29
6,7,-5
6,8,-1
6,9,-4
6,10,-5
6,11,-10
6,12,-7
6,13,-11
6,14,-17
6,15,-17
6,16,-17
6,17,-24
6,18,-25
7,8,4
7,9,1
7,10,0
7,11,-5
7,12,-2
7,13,-6
7,14,-12
7,15,-12
7,16,-12
7,17,-19
7,18,-20
8,9,-3
8,10,-4
8,11,-9
8,12,-6
8,13,-10
8,14,-16
8,15,-16
8,16,-16
8,17,-23
8,18,-24
9,10,-1
9,11,-6
9,12,-3
9,13,-7
9,14,-13
9,15,-13
9,16,-13
9,17,-20
9,18,-21
10,11,-5
10,12,-2
10,13,-6
10,14,-12
10,15,-12
10,16,-12
10,17,-19
10,18,-20
11,12,3
11,13,-1
11,14,-7
11,15,-7
11,16,-7
11,17,-14
11,18,-15
12,13,-4
12,14,-10
12,15,-10
12,16,-10
12,17,-17
12,18,-18
13,14,-6
13,15,-6
13,16,-6
13,17,-13
13,18,-14
14,15,0
14,16,0
14,17,-7
14,18,-8
15,16,0
15,17,-7
15,18,-8
16,17,-7
16,18,-8
17,18,-1
