i,j,fij
1,2,-22
1,3,-27
1,4,-21
1,5,-22
1,6,-24
1,7,-30
1,8,-21
1,9,-28
1,10,-32
1,11,-36
1,12,-31
1,13,-31
1,14,-34
1,15,-38
1,16,-38
1,17,-45
1,18,-46
2,3,-5
2,4,1
2,5,0
2,6,-2
2,7,-8
2,8,1
2,9,-6
2,10,-10
2,11,-14
2,12,-9
2,13,-9
2,14,-12
2,15,-16
2,16,-16
2,17,-23
2,18,-24
3,4,6
3,5,5
3,6,3
3,7,-3
3,8,6
3,9,-1
3,10,-5
3,11,-9
3,12,-4
3,13,-4
3,14,-7
3,15,-11
3,16,-11
3,17,-18
3,18,-19
4,5,-1
4,6,-3
4,7,-9
4,8,0
4,9,-7
4,10,-11
4,11,-15
4,12,-10
4,13,-10
4,14,-13
4,15,-17
4,16,-17
4,17,-24
4,18,-25
5,6,-2
5,7,-8
5,8,1
5,9,-6
5,10,-10
5,11,-14
5,12,-9
5,13,-9
5,14,-12
5,15,-16
5,16,-16
5,17,-23
5,18,-24
6,7,-6
6,8,3
6,9,-4
6,10,-8
6,11,-12
6,12,-7
6,13,-7
6,14,-10
6,15,-14
6,16,-14
6,17,-21
6,18,-22
7,8,9
7,9,2
7,10,-2
7,11,-6
7,12,-1
7,13,-1
7,14,-4
7,15,-8
7,16,-8
7,17,-15
7,18,-16
8,9,-7
8,10,-11
8,11,-15
8,12,-10
8,13,-10
8,14,-13
8,15,-17
8,16,-17
8,17,-24
8,18,-25
9,10,-4
9,11,-8
9,12,-3
9,13,-3
9,14,-6
9,15,-10
9,16,-10
9,17,-17
9,18,-18
10,11,-4
10,12,1
10,13,1
10,14,-2
10,15,-6
10,16,-6
10,17,-13
10,18,-14
11,12,5
11,13,5
11,14,2
11,15,-2
11,16,-2
11,17,-9
11,18,-10
12,13,0
12,14,-3
12,15,-7
12,16,-7
12,17,-14
12,18,-15
13,14,-3
13,15,-7
13,16,-7
13,17,-14
13,18,-15
14,15,-4
14,16,-4
14,17,-11
14,18,-12
15,16,0
15,17,-7
15,18,-8
16,17,-7
16,18,-8
17,18,-1
