i,j,fij
1,2,-4
1,3,0
1,4,5
1,5,-6
1,6,-1
1,7,-7
1,8,-4
1,9,-3
1,10,-5
1,11,-10
1,12,-3
1,13,-2
1,14,-7
1,15,-7
1,16,-7
1,17,-7
1,18,-13
2,3,4
2,4,9
2,5,-2
2,6,3
2,7,-3
2,8,0
2,9,1
2,10,-1
2,11,-6
2,12,1
2,13,2
2,14,-3
2,15,-3
2,16,-3
2,17,-3
2,18,-9
3,4,5
3,5,-6
3,6,-1
3,7,-7
3,8,-4
3,9,-3
3,10,-5
3,11,-10
3,12,-3
3,13,-2
3,14,-7
3,15,-7
3,16,-7
3,17,-7
3,18,-13
4,5,-11
4,6,-6
4,7,-12
4,8,-9
4,9,-8
4,10,-10
4,11,-15
4,12,-8
4,13,-7
4,14,-12
4,15,-12
4,16,-12
4,17,-12
4,18,-18
5,6,5
5,7,-1
5,8,2
5,9,3
5,10,1
5,11,-4
5,12,3
5,13,4
5,14,-1
5,15,-1
5,16,-1
5,17,-1
5,18,-7
6,7,-6
6,8,-3
6,9,-2
6,10,-4
6,11,-9
6,12,-2
6,13,-1
6,14,-6
6,15,-6
6,16,-6
6,17,-6
6,18,-12
7,8,3
7,9,4
7,10,2
7,11,-3
7,12,4
7,13,5
7,14,0
7,15,0
7,16,0
7,17,0
7,18,-6
8,9,1
8,10,-1
8,11,-6
8,12,1
8,13,2
8,14,-3
8,15,-3
8,16,-3
8,17,-3
8,18,-9
9,10,-2
9,11,-7
9,12,0
9,13,1
9,14,-4
9,15,-4
9,16,-4
9,17,-4
9,18,-10
10,11,-5
10,12,2
10,13,3
10,14,-2
10,15,-2
10,16,-2
10,17,-2
10,18,-8
11,12,7
11,13,8
11,14,3
11,15,3
11,16,3
11,17,3
11,18,-3
12,13,1
12,14,-4
12,15,-4
12,16,-4
12,17,-4
12,18,-10
13,14,-5
13,15,-5
13,16,-5
13,17,-5
13,18,-11
14,15,0
14,16,0
14,17,0
14,18,-6
15,16,0
15,17,0
15,18,-6
16,17,0
16,18,-6
17,18,-6
