i,j,fij
1,2,-21
1,3,-28
1,4,-21
1,5,-24
1,6,-26
1,7,-34
1,8,-26
1,9,-32
1,10,-36
1,11,-36
1,12,-36
1,13,-37
1,14,-42
1,15,-45
1,16,-43
1,17,-52
1,18,-51
2,3,-7
2,4,0
2,5,-3
2,6,-5
2,7,-13
2,8,-5
2,9,-11
2,10,-15
2,11,-15
2,12,-15
2,13,-16
2,14,-21
2,15,-24
2,16,-22
2,17,-31
2,18,-30
3,4,7
3,5,4
3,6,2
3,7,-6
3,8,2
3,9,-4
3,10,-8
3,11,-8
3,12,-8
3,13,-9
3,14,-14
3,15,-17
3,16,-15
3,17,-24
3,18,-23
4,5,-3
4,6,-5
4,7,-13
4,8,-5
4,9,-11
4,10,-15
4,11,-15
4,12,-15
4,13,-16
4,14,-21
4,15,-24
4,16,-22
4,17,-31
4,18,-30
5,6,-2
5,7,-10
5,8,-2
5,9,-8
5,10,-12
5,11,-12
5,12,-12
5,13,-13
5,14,-18
5,15,-21
5,16,-19
5,17,-28
5,18,-27
6,7,-8
6,8,0
6,9,-6
6,10,-10
6,11,-10
6,12,-10
6,13,-11
6,14,-16
6,15,-19
6,16,-17
6,17,-26
6,18,-25
7,8,8
7,9,2
7,10,-2
7,11,-2
7,12,-2
7,13,-3
7,14,-8
7,15,-11
7,16,-9
7,17,-18
7,18,-17
8,9,-6
8,10,-10
8,11,-10
8,12,-10
8,13,-11
8,14,-16
8,15,-19
8,16,-17
8,17,-26
8,18,-25
9,10,-4
9,11,-4
9,12,-4
9,13,-5
9,14,-10
9,15,-13
9,16,-11
9,17,-20
9,18,-19
10,11,0
10,12,0
10,13,-1
10,14,-6
10,15,-9
10,16,-7
10,17,-16
10,18,-15
11,12,0
11,13,-1
11,14,-6
11,15,-9
11,16,-7
11,17,-16
11,18,-15
12,13,-1
12,14,-6
12,15,-9
12,16,-7
12,17,-16
12,18,-15
13,14,-5
13,15,-8
13,16,-6
13,17,-15
13,18,-14
14,15,-3
14,16,-1
14,17,-10
14,18,-9
15,16,2
15,17,-7
15,18,-6
16,17,-9
16,18,-8
17,18,1
