i,j,fij
1,2,0
1,3,1
1,4,1
1,5,-5
1,6,0
1,7,-3
1,8,-2
1,9,-2
1,10,-2
1,11,-5
1,12,-2
1,13,1
1,14,-4
1,15,-3
1,16,-2
1,17,0
1,18,-6
2,3,1
2,4,1
2,5,-5
2,6,0
2,7,-3
2,8,-2
2,9,-2
2,10,-2
2,11,-5
2,12,-2
2,13,1
2,14,-4
2,15,-3
2,16,-2
2,17,0
2,18,-6
3,4,0
3,5,-6
3,6,-1
3,7,-4
3,8,-3
3,9,-3
3,10,-3
3,11,-6
3,12,-3
3,13,0
3,14,-5
3,15,-4
3,16,-3
3,17,-1
3,18,-7
4,5,-6
4,6,-1
4,7,-4
4,8,-3
4,9,-3
4,10,-3
4,11,-6
4,12,-3
4,13,0
4,14,-5
4,15,-4
4,16,-3
4,17,-1
4,18,-7
5,6,5
5,7,2
5,8,3
5,9,3
5,10,3
5,11,0
5,12,3
5,13,6
5,14,1
5,15,2
5,16,3
5,17,5
5,18,-1
6,7,-3
6,8,-2
6,9,-2
6,10,-2
6,11,-5
6,12,-2
6,13,1
6,14,-4
6,15,-3
6,16,-2
6,17,0
6,18,-6
7,8,1
7,9,1
7,10,1
7,11,-2
7,12,1
7,13,4
7,14,-1
7,15,0
7,16,1
7,17,3
7,18,-3
8,9,0
8,10,0
8,11,-3
8,12,0
8,13,3
8,14,-2
8,15,-1
8,16,0
8,17,2
8,18,-4
9,10,0
9,11,-3
9,12,0
9,13,3
9,14,-2
9,15,-1
9,16,0
9,17,2
9,18,-4
10,11,-3
10,12,0
10,13,3
10,14,-2
10,15,-1
10,16,0
10,17,2
10,18,-4
11,12,3
11,13,6
11,14,1
11,15,2
11,16,3
11,17,5
11,18,-1
12,13,3
12,14,-2
12,15,-1
12,16,0
12,17,2
12,18,-4
13,14,-5
13,15,-4
13,16,-3
13,17,-1
13,18,-7
14,15,1
14,16,2
14,17,4
14,18,-2
15,16,1
15,17,3
15,18,-3
16,17,2
16,18,-4
17,18,-6
