i,j,fij
1,2,-25
1,3,-28
1,4,-26
1,5,-30
1,6,-34
1,7,-36
1,8,-35
1,9,-37
1,10,-38
1,11,-43
1,12,-40
1,13,-45
1,14,-48
1,15,-48
1,16,-51
1,17,-55
1,18,-59
2,3,-3
2,4,-1
2,5,-5
2,6,-9
2,7,-11
2,8,-10
2,9,-12
2,10,-13
2,11,-18
2,12,-15
2,13,-20
2,14,-23
2,15,-23
2,16,-26
2,17,-30
2,18,-34
3,4,2
3,5,-2
3,6,-6
3,7,-8
3,8,-7
3,9,-9
3,10,-10
3,11,-15
3,12,-12
3,13,-17
3,14,-20
3,15,-20
3,16,-23
3,17,-27
3,18,-31
4,5,-4
4,6,-8
4,7,-10
4,8,-9
4,9,-11
4,10,-12
4,11,-17
4,12,-14
4,13,-19
4,14,-22
4,15,-22
4,16,-25
4,17,-29
4,18,-33
5,6,-4
5,7,-6
5,8,-5
5,9,-7
5,10,-8
5,11,-13
5,12,-10
5,13,-15
5,14,-18
5,15,-18
5,16,-21
5,17,-25
5,18,-29
6,7,-2
6,8,-1
6,9,-3
6,10,-4
6,11,-9
6,12,-6
6,13,-11
6,14,-14
6,15,-14
6,16,-17
6,17,-21
6,18,-25
7,8,1
7,9,-1
7,10,-2
7,11,-7
7,12,-4
7,13,-9
7,14,-12
7,15,-12
7,16,-15
7,17,-19
7,18,-23
8,9,-2
8,10,-3
8,11,-8
8,12,-5
8,13,-10
8,14,-13
8,15,-13
8,16,-16
8,17,-20
8,18,-24
9,10,-1
9,11,-6
9,12,-3
9,13,-8
9,14,-11
9,15,-11
9,16,-14
9,17,-18
9,18,-22
10,11,-5
10,12,-2
10,13,-7
10,14,-10
10,15,-10
10,16,-13
10,17,-17
10,18,-21
11,12,3
11,13,-2
11,14,-5
11,15,-5
11,16,-8
11,17,-12
11,18,-16
12,13,-5
12,14,-8
12,15,-8
12,16,-11
12,17,-15
12,18,-19
13,14,-3
13,15,-3
13,16,-6
13,17,-10
13,18,-14
14,15,0
14,16,-3
14,17,-7
14,18,-11
15,16,-3
15,17,-7
15,18,-11
16,17,-4
16,18,-8
17,18,-4
