i,j,fij
1,2,-22
1,3,-27
1,4,-19
1,5,-22
1,6,-22
1,7,-30
1,8,-21
1,9,-26
1,10,-29
1,11,-34
1,12,-28
1,13,-28
1,14,-31
1,15,-36
1,16,-35
1,17,-43
1,18,-43
2,3,-5
2,4,3
2,5,0
2,6,0
2,7,-8
2,8,1
2,9,-4
2,10,-7
2,11,-12
2,12,-6
2,13,-6
2,14,-9
2,15,-14
2,16,-13
2,17,-21
2,18,-21
3,4,8
3,5,5
3,6,5
3,7,-3
3,8,6
3,9,1
3,10,-2
3,11,-7
3,12,-1
3,13,-1
3,14,-4
3,15,-9
3,16,-8
3,17,-16
3,18,-16
4,5,-3
4,6,-3
4,7,-11
4,8,-2
4,9,-7
4,10,-10
4,11,-15
4,12,-9
4,13,-9
4,14,-12
4,15,-17
4,16,-16
4,17,-24
4,18,-24
5,6,0
5,7,-8
5,8,1
5,9,-4
5,10,-7
5,11,-12
5,12,-6
5,13,-6
5,14,-9
5,15,-14
5,16,-13
5,17,-21
5,18,-21
6,7,-8
6,8,1
6,9,-4
6,10,-7
6,11,-12
6,12,-6
6,13,-6
6,14,-9
6,15,-14
6,16,-13
6,17,-21
6,18,-21
7,8,9
7,9,4
7,10,1
7,11,-4
7,12,2
7,13,2
7,14,-1
7,15,-6
7,16,-5
7,17,-13
7,18,-13
8,9,-5
8,10,-8
8,11,-13
8,12,-7
8,13,-7
8,14,-10
8,15,-15
8,16,-14
8,17,-22
8,18,-22
9,10,-3
9,11,-8
9,12,-2
9,13,-2
9,14,-5
9,15,-10
9,16,-9
9,17,-17
9,18,-17
10,11,-5
10,12,1
10,13,1
10,14,-2
10,15,-7
10,16,-6
10,17,-14
10,18,-14
11,12,6
11,13,6
11,14,3
11,15,-2
11,16,-1
11,17,-9
11,18,-9
12,13,0
12,14,-3
12,15,-8
12,16,-7
12,17,-15
12,18,-15
13,14,-3
13,15,-8
13,16,-7
13,17,-15
13,18,-15
14,15,-5
14,16,-4
14,17,-12
14,18,-12
15,16,1
15,17,-7
15,18,-7
16,17,-8
16,18,-8
17,18,0
