i,j,fij
1,2,-19
1,3,-25
1,4,-19
1,5,-18
1,6,-18
1,7,-32
1,8,-20
1,9,-22
1,10,-26
1,11,-33
1,12,-22
1,13,-25
1,14,-28
1,15,-33
1,16,-29
1,17,-36
1,18,-40
2,3,-6
2,4,0
2,5,1
2,6,1
2,7,-13
2,8,-1
2,9,-3
2,10,-7
2,11,-14
2,12,-3
2,13,-6
2,14,-9
2,15,-14
2,16,-10
2,17,-17
2,18,-21
3,4,6
3,5,7
3,6,7
3,7,-7
3,8,5
3,9,3
3,10,-1
3,11,-8
3,12,3
3,13,0
3,14,-3
3,15,-8
3,16,-4
3,17,-11
3,18,-15
4,5,1
4,6,1
4,7,-13
4,8,-1
4,9,-3
4,10,-7
4,11,-14
4,12,-3
4,13,-6
4,14,-9
4,15,-14
4,16,-10
4,17,-17
4,18,-21
5,6,0
5,7,-14
5,8,-2
5,9,-4
5,10,-8
5,11,-15
5,12,-4
5,13,-7
5,14,-10
5,15,-15
5,16,-11
5,17,-18
5,18,-22
6,7,-14
6,8,-2
6,9,-4
6,10,-8
6,11,-15
6,12,-4
6,13,-7
6,14,-10
6,15,-15
6,16,-11
6,17,-18
6,18,-22
7,8,12
7,9,10
7,10,6
7,11,-1
7,12,10
7,13,7
7,14,4
7,15,-1
7,16,3
7,17,-4
7,18,-8
8,9,-2
8,10,-6
8,11,-13
8,12,-2
8,13,-5
8,14,-8
8,15,-13
8,16,-9
8,17,-16
8,18,-20
9,10,-4
9,11,-11
9,12,0
9,13,-3
9,14,-6
9,15,-11
9,16,-7
9,17,-14
9,18,-18
10,11,-7
10,12,4
10,13,1
10,14,-2
10,15,-7
10,16,-3
10,17,-10
10,18,-14
11,12,11
11,13,8
11,14,5
11,15,0
11,16,4
11,17,-3
11,18,-7
12,13,-3
12,14,-6
12,15,-11
12,16,-7
12,17,-14
12,18,-18
13,14,-3
13,15,-8
13,16,-4
13,17,-11
13,18,-15
14,15,-5
14,16,-1
14,17,-8
14,18,-12
15,16,4
15,17,-3
15,18,-7
16,17,-7
16,18,-11
17,18,-4
