n1,n2,fij
1,2,-2.0163e+00
1,3,-6.5913e-01
1,4,-2.0072e+00
1,5,-1.6912e+00
1,6,1.9860e+00
2,3,2.6138e+00
2,4,1.4874e+00
2,5,-2.2492e-01
2,6,1.8232e+00
3,4,-8.9569e-02
3,5,-1.4707e+00
3,6,-4.6420e-01
4,5,-4.0940e-01
4,6,1.1327e+00
5,6,3.2604e+00
