n1,n2,fij
1,2,-3.7329e+00
1,3,-1.2776e-01
1,4,-1.3823e+00
1,5,-4.7519e+00
1,6,8.3100e-01
2,3,9.7003e-01
2,4,3.1552e+00
2,5,1.7125e-01
2,6,1.9121e+00
3,4,-1.0696e+00
3,5,-1.8740e+00
3,6,-1.1687e+00
4,5,-3.3517e+00
4,6,-3.1188e-01
5,6,4.0325e+00
