i w_i r_i
1 3.1814243 6
2 5.112697799999999 1
3 4.417006300000001 2
4 3.5392888 3
5 2.411111205 9
6 3.33269795 5
7 3.4211058000000003 4
8 2.5613704200000003 7
9 2.4699498 8
10 2.0680003000000005 10
11 0.7038753000000006 14
12 1.3676983500000006 11
13 0.6921866000000005 15
14 0.29503180000000095 18
15 0.9024293000000003 13
16 0.6136153000000002 16
17 0.5016697950000011 17
18 0.0 20
19 0.2802278000000009 19
20 0.9246190800000007 12
