i w_i r_i
1 3.1988930555555557 1
2 1.2962908333333332 10
3 2.4619639444444443 4
4 2.4670224999999997 3
5 2.0097350555555553 5
6 2.766234166666667 2
7 0.0 18
8 0.9033274444444441 15
9 1.7970291666666667 8
10 1.0008697222222223 14
11 2.000831611111111 6
12 1.139059722222222 12
13 1.8703363888888889 7
14 0.8938024444444443 16
15 1.1531003333333332 11
16 1.0089408333333332 13
17 1.4434913888888887 9
18 0.5316763888888887 17
