i w_i r_i
1 8.60039595 1
2 3.85969205 6
3 6.03051745 2
4 5.0392224500000005 4
5 3.9744851 5
6 5.80343995 3
7 0.9781483999999996 15
8 1.3123674499999998 14
9 1.4331344000000004 12
10 0.7849705 16
11 2.1994686 9
12 1.3604215000000002 13
13 1.65054725 11
14 2.7894772999999997 8
15 0.7519239499999999 17
16 1.71052855 10
17 2.9060118499999996 7
18 0.5694084500000001 18
19 0.55514785 19
20 0.0 20
