n1,n2,weight
1,2,1.5016e+00
1,3,2.8585e+00
1,4,-2.2913e-01
1,5,1.9732e+00
1,6,-9.5798e-01
1,7,1.1005e+00
1,8,1.6430e+00
1,9,1.0906e-02
1,10,1.5016e+00
1,11,-5.5686e-01
1,12,2.0591e+00
1,13,2.3868e+00
1,14,1.5016e+00
1,15,1.4008e+00
1,16,1.6580e+00
1,17,-5.0622e-01
1,18,2.1064e+00
1,19,1.8697e+00
1,20,1.8019e+00
2,1,1.3122e+00
2,3,-1.2351e+00
2,4,-2.2913e-01
2,5,-3.1683e-01
2,6,-8.3396e-01
2,7,2.0591e+00
2,8,2.0829e+00
2,9,-6.6263e-01
2,10,-5.0622e-01
2,11,-2.2913e-01
2,12,-1.5628e+00
2,13,2.5582e+00
2,14,-2.2913e-01
2,15,-3.2099e+00
2,16,-5.0622e-01
2,17,4.1202e-01
2,18,2.5561e-01
2,19,3.5301e+00
2,20,1.9351e+00
3,1,-9.5798e-01
3,2,2.1751e+00
3,4,-2.4810e+00
3,5,5.2803e-01
3,6,-4.4559e+00
3,7,-2.4810e+00
3,8,-5.0622e-01
3,9,9.2915e-01
3,10,1.1607e+00
3,11,-2.8088e+00
3,12,-2.4810e+00
3,13,1.8429e+00
3,14,-1.0233e+00
3,15,-9.5798e-01
3,16,-5.5686e-01
3,17,-1.5628e+00
3,18,4.1202e-01
3,19,-5.0622e-01
3,20,-1.7522e+00
4,1,-1.0511e-01
4,2,8.8364e-01
4,3,5.5590e-01
4,5,8.4286e-02
4,6,9.2915e-01
4,7,1.4686e+00
4,8,-1.3915e+00
4,9,2.6554e+00
4,10,7.3976e-01
4,11,5.5590e-01
4,12,1.1409e+00
4,13,2.8800e-01
4,14,1.8019e+00
4,15,-1.4751e+00
4,16,1.3122e+00
4,17,-5.0622e-01
4,18,1.1409e+00
4,19,1.5016e+00
4,20,1.1409e+00
5,1,1.1005e+00
5,2,6.8912e-01
5,3,-1.9639e+00
5,4,7.3976e-01
5,6,-7.1794e-01
5,7,-1.4550e-01
5,8,5.5590e-01
5,9,5.8335e-01
5,10,-1.2351e+00
5,11,-1.4550e-01
5,12,-9.5798e-01
5,13,1.8830e+00
5,14,-1.4550e-01
5,15,-2.2040e+00
5,16,-1.0511e-01
5,17,-3.1683e-01
5,18,1.5016e+00
5,19,1.5016e+00
5,20,-8.3396e-01
6,1,1.4686e+00
6,2,-1.0511e-01
6,3,8.1314e-01
6,4,-1.7522e+00
6,5,1.5479e-01
6,7,-8.3396e-01
6,8,1.9351e+00
6,9,-1.4751e+00
6,10,-2.2040e+00
6,11,4.1202e-01
6,12,1.8293e+00
6,13,8.8364e-01
6,14,1.0169e+00
6,15,1.6729e+00
6,16,-1.4550e-01
6,17,-1.2351e+00
6,18,1.1409e+00
6,19,-1.4751e+00
6,20,7.3976e-01
7,1,1.0906e-02
7,2,-5.0622e-01
7,3,2.8800e-01
7,4,-2.4810e+00
7,5,-7.1794e-01
7,6,4.9972e-01
7,8,-5.0622e-01
7,9,-1.1617e+00
7,10,-1.0233e+00
7,11,7.3976e-01
7,12,-2.3372e+00
7,13,-5.5686e-01
7,14,9.2915e-01
7,15,-1.2351e+00
7,16,1.5016e+00
7,17,-5.5686e-01
7,18,-2.4810e+00
7,19,2.2304e+00
7,20,-9.5798e-01
8,1,-5.5686e-01
8,2,-1.1617e+00
8,3,-8.3396e-01
8,4,-3.1683e-01
8,5,-8.3396e-01
8,6,-8.3396e-01
8,7,9.2915e-01
8,9,-1.0511e-01
8,10,1.0906e-02
8,11,7.3976e-01
8,12,-2.8088e+00
8,13,2.8800e-01
8,14,-5.0622e-01
8,15,-2.4810e+00
8,16,1.4180e+00
8,17,-8.3396e-01
8,18,1.6125e+00
8,19,-3.1683e-01
8,20,-1.5628e+00
9,1,1.0169e+00
9,2,4.1202e-01
9,3,8.1314e-01
9,4,1.4686e+00
9,5,7.3976e-01
9,6,-9.5798e-01
9,7,1.3303e+00
9,8,4.1202e-01
9,10,1.0906e-02
9,11,2.0591e+00
9,12,-7.1794e-01
9,13,2.5029e+00
9,14,4.9972e-01
9,15,1.0169e+00
9,16,-2.0799e+00
9,17,-7.1794e-01
9,18,8.1314e-01
9,19,1.1409e+00
9,20,1.3303e+00
10,1,-1.3915e+00
10,2,1.6125e+00
10,3,4.1202e-01
10,4,-7.1794e-01
10,5,-8.3396e-01
10,6,4.1202e-01
10,7,2.2628e+00
10,8,6.8912e-01
10,9,1.3303e+00
10,11,-3.1683e-01
10,12,1.4686e+00
10,13,1.5016e+00
10,14,6.8912e-01
10,15,-5.0622e-01
10,16,1.2569e+00
10,17,-1.5628e+00
10,18,1.1409e+00
10,19,1.4008e+00
10,20,-1.2351e+00
11,1,-2.0799e+00
11,2,-2.2913e-01
11,3,4.1202e-01
11,4,5.2803e-01
11,5,1.1409e+00
11,6,-5.5686e-01
11,7,1.0906e-02
11,8,1.8830e+00
11,9,2.5561e-01
11,10,-1.5628e+00
11,12,-2.0799e+00
11,13,2.5307e+00
11,14,-2.2913e-01
11,15,4.7971e-02
11,16,-2.2913e-01
11,17,-5.0622e-01
11,18,-9.5798e-01
11,19,-1.5628e+00
11,20,-8.3396e-01
12,1,-1.7522e+00
12,2,6.8912e-01
12,3,5.2803e-01
12,4,-8.3396e-01
12,5,1.2569e+00
12,6,-5.0622e-01
12,7,2.0947e+00
12,8,1.5016e+00
12,9,2.8800e-01
12,10,-2.8088e+00
12,11,2.0228e+00
12,13,-1.2351e+00
12,14,-5.0622e-01
12,15,1.0169e+00
12,16,8.4286e-02
12,17,1.1607e+00
12,18,-3.1683e-01
12,19,-2.2913e-01
12,20,8.4286e-02
13,1,2.5561e-01
13,2,2.5561e-01
13,3,1.1005e+00
13,4,-5.0622e-01
13,5,9.2915e-01
13,6,1.5479e-01
13,7,-1.4550e-01
13,8,-5.5686e-01
13,9,-8.3396e-01
13,10,-5.5686e-01
13,11,-2.4810e+00
13,12,-1.5628e+00
13,14,-1.0511e-01
13,15,-1.7522e+00
13,16,-1.5628e+00
13,17,-2.4810e+00
13,18,7.3976e-01
13,19,9.2915e-01
13,20,-1.9639e+00
14,1,7.3976e-01
14,2,-3.1683e-01
14,3,-1.5628e+00
14,4,-5.5686e-01
14,5,-3.4499e+00
14,6,-3.1683e-01
14,7,1.1005e+00
14,8,-5.0622e-01
14,9,1.2569e+00
14,10,-8.3396e-01
14,11,9.5148e-01
14,12,8.4286e-02
14,13,6.8912e-01
14,15,-2.2040e+00
14,16,-1.5628e+00
14,17,4.7971e-02
14,18,-1.9639e+00
14,19,-1.0511e-01
14,20,-3.1683e-01
15,1,-8.3396e-01
15,2,1.2569e+00
15,3,-1.0511e-01
15,4,4.7971e-02
15,5,-5.5686e-01
15,6,-1.4751e+00
15,7,7.3976e-01
15,8,-2.2913e-01
15,9,1.4686e+00
15,10,-1.2351e+00
15,11,-3.6234e-01
15,12,-5.0622e-01
15,13,2.2263e-01
15,14,-1.2351e+00
15,16,1.5340e+00
15,17,-5.0622e-01
15,18,1.0906e-02
15,19,-2.2913e-01
15,20,-8.3396e-01
16,1,1.5479e-01
16,2,2.4067e+00
16,3,1.0906e-02
16,4,-9.5798e-01
16,5,6.8912e-01
16,6,-2.4810e+00
16,7,-1.2351e+00
16,8,-9.5798e-01
16,9,3.2688e+00
16,10,-1.2351e+00
16,11,-3.1683e-01
16,12,-1.9639e+00
16,13,1.4686e+00
16,14,-2.2913e-01
16,15,2.8800e-01
16,17,4.9972e-01
16,18,1.9857e+00
16,19,-6.6263e-01
16,20,1.0906e-02
17,1,8.6044e-01
17,2,1.5479e-01
17,3,1.7457e+00
17,4,-8.3396e-01
17,5,1.0906e-02
17,6,-5.0622e-01
17,7,1.9857e+00
17,8,1.6729e+00
17,9,1.5016e+00
17,10,4.1202e-01
17,11,1.6729e+00
17,12,4.9972e-01
17,13,1.3122e+00
17,14,2.2263e-01
17,15,1.5479e-01
17,16,4.1202e-01
17,18,2.1296e+00
17,19,9.2915e-01
17,20,8.6044e-01
18,1,-2.8088e+00
18,2,-2.2040e+00
18,3,9.2915e-01
18,4,-5.5686e-01
18,5,-3.1683e-01
18,6,8.4286e-02
18,7,4.7971e-02
18,8,-2.2040e+00
18,9,1.1409e+00
18,10,-3.7270e+00
18,11,-3.1683e-01
18,12,1.0169e+00
18,13,4.9972e-01
18,14,4.1202e-01
18,15,-8.3396e-01
18,16,4.1202e-01
18,17,-1.5628e+00
18,19,2.2628e+00
18,20,3.9099e+00
19,1,1.3122e+00
19,2,-8.3396e-01
19,3,6.8912e-01
19,4,1.3122e+00
19,5,-3.1683e-01
19,6,4.1202e-01
19,7,-5.0622e-01
19,8,2.0591e+00
19,9,2.3868e+00
19,10,-8.3396e-01
19,11,1.9351e+00
19,12,1.0906e-02
19,13,-1.0511e-01
19,14,-2.4810e+00
19,15,1.0906e-02
19,16,8.8364e-01
19,17,-1.1617e+00
19,18,-8.3396e-01
19,20,-9.5798e-01
20,1,-1.5628e+00
20,2,-9.5798e-01
20,3,1.0169e+00
20,4,-5.5686e-01
20,5,-1.9639e+00
20,6,-1.7522e+00
20,7,-1.7522e+00
20,8,1.1005e+00
20,9,-1.0511e-01
20,10,-2.4810e+00
20,11,1.9857e+00
20,12,1.1005e+00
20,13,7.3976e-01
20,14,-9.5798e-01
20,15,-1.4751e+00
20,16,2.2263e-01
20,17,2.3868e+00
20,18,-3.1683e-01
20,19,1.9351e+00
