n1,n2,weight
1,2,-5.0763e-01
1,3,2.4322e+00
1,4,-3.2128e-01
1,5,1.6795e+00
1,6,1.7268e-01
1,7,5.1186e-01
1,8,1.0558e+00
1,9,9.3979e-01
1,10,3.2460e-01
1,11,1.7245e+00
1,12,2.1166e+00
1,13,3.0216e+00
1,14,7.9372e-01
1,15,1.2981e+00
1,16,2.3211e+00
1,17,2.2100e+00
1,18,5.1799e+00
1,19,4.4463e+00
1,20,3.4289e+00
2,1,4.7739e-01
2,3,-2.1287e+00
2,4,-7.8498e-01
2,5,-2.9043e-01
2,6,-2.5104e-01
2,7,1.7266e+00
2,8,1.9726e-01
2,9,-3.1459e-01
2,10,-6.1905e-01
2,11,-1.7365e+00
2,12,-1.7875e+00
2,13,3.3763e+00
2,14,9.4177e-01
2,15,-8.7382e-01
2,16,9.4732e-02
2,17,8.2281e-01
2,18,8.4982e-01
2,19,1.9382e+00
2,20,2.3755e+00
3,1,-8.2601e-01
3,2,1.2140e+00
3,4,-1.9082e+00
3,5,4.5863e-02
3,6,4.9573e-01
3,7,-1.5545e+00
3,8,2.2188e-01
3,9,1.4315e+00
3,10,1.7294e+00
3,11,7.9258e-02
3,12,7.1529e-02
3,13,1.9106e+00
3,14,6.5177e-01
3,15,-1.5631e+00
3,16,-2.8763e-01
3,17,1.6163e-01
3,18,3.9060e-01
3,19,1.3878e+00
3,20,-1.3278e-01
4,1,-1.8470e+00
4,2,-1.2575e+00
4,3,6.2501e-01
4,5,-8.1063e-01
4,6,8.1890e-01
4,7,1.7763e-01
4,8,-4.5107e-01
4,9,1.4289e+00
4,10,1.1742e+00
4,11,-8.3281e-02
4,12,1.5565e+00
4,13,1.4727e+00
4,14,7.1042e-01
4,15,-1.7750e+00
4,16,2.9511e-01
4,17,2.5106e+00
4,18,2.8006e+00
4,19,7.3680e-01
4,20,1.1283e-04
5,1,-1.4248e+00
5,2,4.2488e-02
5,3,-1.4687e+00
5,4,-8.1367e-01
5,6,-2.5027e-01
5,7,-7.6116e-01
5,8,2.6488e-01
5,9,2.4705e-01
5,10,6.7751e-01
5,11,-4.8815e-01
5,12,-7.0131e-01
5,13,1.1167e+00
5,14,1.0549e+00
5,15,-5.3183e-01
5,16,-9.0056e-01
5,17,-2.8746e-01
5,18,2.3903e-02
5,19,9.1717e-01
5,20,5.2698e-01
6,1,-1.4041e-01
6,2,-3.0504e-01
6,3,6.1770e-01
6,4,-1.3162e+00
6,5,-1.2190e+00
6,7,-1.0421e+00
6,8,9.3138e-01
6,9,1.2561e-01
6,10,-8.7205e-01
6,11,-2.3346e-01
6,12,-1.0915e+00
6,13,2.4057e+00
6,14,1.2737e+00
6,15,1.2486e+00
6,16,-5.7983e-01
6,17,3.5947e-01
6,18,7.8515e-01
6,19,-1.1130e+00
6,20,2.2738e-01
7,1,-1.4411e+00
7,2,-1.2883e+00
7,3,9.8472e-01
7,4,-1.5865e+00
7,5,-1.2863e+00
7,6,-8.3730e-01
7,8,-6.9381e-01
7,9,-1.4594e+00
7,10,-9.0850e-01
7,11,1.1267e+00
7,12,-1.7327e+00
7,13,7.9792e-01
7,14,7.6883e-01
